oid,host_id,z
ZTF20acmvyar,SDSS J120337.82+483424.5,0.074
ZTF20acmwqlt,SDSS J113540.24+502939.1,0.107
ZTF20abjwgln,MCG +04-26-027a,0.059599
ZTF20acmvwmw,MSPM 03626,0.05279
ZTF20acmromh,WISEA J030356.08+492902.1,
ZTF20acmocrp,SDSS J014137.57+073630.8,0.147
ZTF20acmlnlj,WISEA J005439.77+374839.0,
ZTF20acmoiar,WISEA J013204.59+153001.3,0.044014
ZTF20aclymxp,WISEA J021609.50-091359.5,0.064441
ZTF20acmmfau,ESO 473- G 003,0.056309
ZTF20acmkxzq,SDSS J021349.27-025601.6,0.169
ZTF20acmwqfh,WISEA J105328.97+393913.5,0.089137
ZTF20acmddof,WISEA J060633.80+473519.0,
ZTF20acmevcc,SDSS J071511.38+314302.5,0.181
ZTF20acmctng,WISEA J060228.06+291444.6,
ZTF20acmdvzk,WISEA J052818.45-011736.7,0.036292
ZTF20acgoxsd,KUG 1107+347,0.061224
ZTF20aawjmqh,WISEA J090912.42+000221.8,0.29361
ZTF20acmvzuo,SDSS J103806.95+483025.3,0.178
ZTF20acmpmqx,SDSS J020640.08+021410.5,0.106
ZTF20aclovun,WISEA J072114.54-115530.5,
ZTF20aclyssw,WISEA J031231.64-154948.2,
ZTF20acmbffa,WISEA J014938.41+345918.0,
ZTF20acmvzyx,SDSS J104159.47+374606.2,0.158
ZTF20acmvzim,WISEA J104214.27+395410.9,0.20272
ZTF20acfxnpf,WISEA J095820.84+162958.3,0.039377
ZTF20acjsbno,WISEA J103439.10+110321.5,0.113887
ZTF20aclfavg,WISEA J060436.58+441740.7,
ZTF20acmkckg,SDSS J231915.93+073423.9,0.050
ZTF20acmwaju,SDSS J094503.05+381602.3,0.270
ZTF20acmmlig,SDSS J234928.42+264150.1,0.054
ZTF20acmvvzx,WISEA J095938.60+284151.7,0.187361
ZTF20acmvvhf,WISEA J091756.76-094251.0,
ZTF20acmwjal,2MASX J08553714-0303149,0.040872
ZTF20acmmsqp,WISEA J001516.55+800653.4,
ZTF20acmqgjk,WISEA J030315.00+180533.9,
ZTF20acmpjqv,SDSS J031825.45+035523.8,0.170
ZTF20ackogqb,WISEA J010716.39-154457.6,
ZTF20acmvbkw,WISEA J062316.38-214348.2,
ZTF20aclghvm,WISEA J081955.50+230902.3,0.145183
ZTF20acmjzum,WISEA J011348.37-190824.9,
