oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF23aaumenk,SDSS J013328.21-070739.3,23.3675544983062,-7.12759784564997,1.1757318688249396,0.49976769203492755,0.8470628242787882,SDSSDR16,False,0.145073,0.060614,photoz
ZTF23aaulvan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aatzjdx,SDSS J001802.31-193050.0,4.50961295075376,-19.5139039759397,2.6804484103799164,0.3675099516897577,3.0296093639584827,SDSSDR16,False,0.077479,0.031521,photoz
ZTF23aatzias,SDSS J235412.21+021812.9,358.550872506755,2.30358991626551,4.945493065372362,0.5705072979268667,4.7697032985328764,SDSSDR16,False,0.085895,0.025055,photoz
ZTF23aatmnbm,SDSS J232241.78-074354.2,350.674084271777,-7.73172453942605,2.7301230357953385,0.5554498383602103,2.229582562755093,SDSSDR16,False,0.264953,0.046382,photoz
ZTF23aasyerj,SDSS J232042.82+242154.8,350.178433069029,24.365238529472,0.35024055865539505,0.13736853599467969,0.475378813038591,SDSSDR16,False,0.201626,0.026408,photoz
ZTF23aasxuti,SDSS J234721.69+301033.4,356.840357592623,30.1759679103551,1.149962858488924,0.541805697803053,1.246113331293102,SDSSDR16,False,0.13804,0.028159,photoz
ZTF23aaswskf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aastndi,SDSS J151215.03+431703.0,228.062641174057,43.2841817631403,1.5329308281024814,0.4924574613908256,2.0250915779254113,SDSSDR16,False,0.131658,0.09294,photoz
ZTF18abqmcdk,SDSS J004010.32+080244.1,10.0429973294631,8.04558317309186,0.4725535996609115,0.26571255077088907,0.5667102050884505,SDSSDR16,False,0.673443,0.061403,photoz
