oid,host_id,z
ZTF21aadkhte,WISEA J111632.92+290546.4,0.045929
ZTF21aadjkiu,WISEA J083603.16+102719.1,0.182012
ZTF21aadgfsn,SDSS J053135.89+173625.9,0.135
ZTF21aadgibp,WISEA J061437.45+020814.2,
ZTF21aadgfmp,WISEA J050924.02+082001.3,
ZTF21aadbyyp,SDSS J001041.10+254858.5,0.097
ZTF21aadkfzn,SDSS J105021.82+371052.7,0.169
ZTF21aadkuko,SDSS J124432.93+264743.4,0.098
ZTF21aadkukw,2MASS J12141104+2631391,
ZTF21aadkgpm,SDSS J111459.66+272712.1,0.076
ZTF21aadifwz,WISEA J085722.03+141913.5,0.179295
ZTF21aacscvb,WISEA J091121.75+773331.7,
ZTF21aacrkyd,SDSS J084142.42+342344.6,0.091
ZTF21aacrkbf,SDSS J074630.44+074307.5,0.249
ZTF21aacfsmk,WISEA J073938.81+585914.4,
ZTF21aabuzkx,SDSS J064537.58+662853.1,0.194
ZTF21aabpzjd,WISEA J050809.84+103605.9,
