oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aamqzus,SDSS J114119.64+081156.8,175.331813829829,8.19912671947265,0.35740159880267464,SDSSDR16,False,0.607438,0.097347,photoz,NULL,NULL,NULL
ZTF23aanelmj,SDSS J154418.90+234727.2,236.078733629023,23.7908919131576,1.9270170358694343,SDSSDR16,False,0.374335,0.082278,photoz,0.0,0.5837423702973831,1.858224797495942
ZTF23aaneitr,SDSS J163330.38-004930.4,248.376583639109,-0.825129010737797,0.5763353754886879,SDSSDR16,False,0.161819,0.072495,photoz,1.0,0.4013432308494505,0.3661757178787684
ZTF23aandvzg,SDSS J170946.75+273725.4,257.44477976041,27.623746930967,4.320010530012746,SDSSDR16,False,0.055253,0.011312,photoz,2.0,0.6577299406705833,4.962242062208539
ZTF23aandsfy,SDSS J131802.88+295234.8,199.512004997996,29.8763520581138,1.0280091946149374,SDSSDR16,False,0.353628,0.090786,photoz,3.0,0.7290359065840455,0.306612222387065
ZTF23aandseo,2MASX J13173138+3408176,199.38063166666663,34.13834055555556,4.634593312670639,Simbad,True,0.08307,0.0001500000071246,C,4.0,0.1922488481161852,4.477803673214357
ZTF23aandrvx,SDSS J134115.96+160844.4,205.31649520618,16.145680373453,0.5588046054036719,SDSSDR16,False,0.253946,0.054486,photoz,5.0,0.4974573414154354,1.0252471741216531
ZTF23aandqwd,SDSS J140722.84+140216.2,211.845147758335,14.0378453842043,6.2670753120250415,SDSSDR16,False,0.129421,0.028009,photoz,6.0,0.1701381955017971,6.147995955473244
ZTF23aandmqf,SDSS J162811.17+345715.7,247.046525477945,34.9543751599214,1.5155654118966406,SDSSDR16,False,0.125331,0.034683,photoz,7.0,1.171267200534395,0.4119891500768563
ZTF23aandikr,WISEA J141057.63-235145.0,212.74004,-23.86247,2.314121383673701,NED,False,NULL,NULL,NULL,8.0,0.4669682970910205,2.6105526112286483
ZTF23aandhlz,WISEA J122152.15+764251.2,185.46808,76.71372,2.396452297976416,NED,False,0.111931,NULL,PUN,9.0,0.3808414129510321,2.0519443999118723
ZTF23aandhgh,2MASX J11353135+5651137,173.88139166666667,56.85379722222223,3.666486726217021,Simbad,True,0.07297,9.999999747378752e-06,C,10.0,0.7003269597994026,3.187605792028253
ZTF23aandeul,2MASX J10500425+1205195,162.51769416666664,12.088788333333332,2.5278240532377247,Simbad,True,0.13531,2.999999924213625e-05,C,11.0,0.730061252667745,1.9999415076689997
ZTF23aandeoj,SDSS J114039.81+032307.7,175.165867777564,3.38549790656663,0.4022729281006936,SDSSDR16,False,0.141204,0.047052,photoz,12.0,0.1675862570473765,0.2530257689135274
ZTF23aanddln,MCG-01-28-024,166.46656875,-9.702721388888888,9.671432405759406,Simbad,False,0.024333,NULL,D,13.0,0.6801198187659914,10.214043641121537
ZTF23aanddah,SDSS J115727.88+252623.1,179.366160686273,25.4397698534718,5.377561589067781,SDSSDR16,True,0.05144741,7.826085e-06,specz,14.0,0.0799816811545601,5.375834495661079
ZTF23aandawj,SDSS J120900.92+100653.7,182.253820855885,10.1149223675255,1.8470742284766968,SDSSDR16,False,0.119463,0.02145,photoz,15.0,0.3409259177544694,2.105936266343272
ZTF23aanczsh,WISEA J121342.10-254204.9,183.42517,-25.70125,2.259297284471954,NED,False,NULL,NULL,NULL,16.0,0.6689437244959251,2.7370372405688146
ZTF23aanbdib,SDSS J161239.74+030122.4,243.165581673362,3.02289895988233,7.599952189797521,SDSSDR16,False,0.042421,0.012915,photoz,17.0,0.5669180244720459,7.298329476087771
ZTF23aamzyof,SDSS J125314.89+420205.1,193.312044792639,42.0347723560184,0.5325784768045582,SDSSDR16,False,0.142924,0.046767,photoz,18.0,0.3300456405712438,0.2273839686300024
ZTF23aamzlwd,SDSS J115620.75+375114.1,179.086464335643,37.8539351718056,0.2871207530508402,SDSSDR16,False,0.324033,0.085315,photoz,19.0,0.2357734205360412,0.0541422817727114
ZTF23aamzljd,SDSS J155418.91+120732.7,238.578800029119,12.1257549386509,10.574836371803327,SDSSDR16,True,0.03496878,7.806707e-06,specz,20.0,1.9454082291606007,8.637839283415806
ZTF23aamqyhe,SDSS J122049.28+112049.5,185.20533980322,11.3470957309939,4.109407902938923,SDSSDR16,True,0.1522402,2.233887e-05,specz,22.0,0.3663162355571633,4.369113210954472
ZTF23aalbfpa,SDSS J173607.96+253108.1,264.033185782595,25.5189220739658,1.768018516181569,SDSSDR16,False,0.10185,0.023096,photoz,23.0,0.5105889121197247,1.4833726377645222
