oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21abyssiq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abysnty,SDSS J073643.01+190429.4,114.179226066629,19.0748401462675,0.8286624023216461,SDSSDR16,False,0.090004,0.02417,photoz,
ZTF21abyrfli,SDSS J023330.62-042151.6,38.3775630970049,-4.36433701100107,2.0438756108627367,SDSSDR16,False,0.205011,0.027889,photoz,
ZTF21abyqlsa,WISEA J030423.31+162758.4,46.09737,16.4665,7.835941504413657,NED,False,0.088369,NULL,PHOT,
ZTF21abyqbhi,SDSS J015928.96-084550.6,29.8706492335898,-8.76407187520194,0.6107382650775263,SDSSDR16,False,0.444685,0.101422,photoz,
ZTF21abypwuv,WISEA J010048.99+361630.7,15.20414,36.2752,0.10395970818822256,NED,NULL,NULL,NULL,NULL,
ZTF21abypshg,SDSS J000740.50-003617.0,1.91876304683115,-0.604723847172831,2.589790586338376,SDSSDR16,False,0.427104,0.107615,photoz,
ZTF21abyopzg,SDSS J015512.38+311044.0,28.8015934726923,31.178906616027,1.0366687609342273,SDSSDR16,False,0.124473,0.032074,photoz,
ZTF21abyompe,SDSS J234658.50+432036.3,356.743750557315,43.3434409755647,0.3073063370000607,SDSSDR16,False,0.167522,0.010358,photoz,
ZTF21abynnyj,SDSS J000334.63+124630.8,0.894289874952165,12.7752238767242,1.3185300329733094,SDSSDR16,False,0.12933,0.0488,photoz,
ZTF21abynchx,WISEA J233839.73-233411.0,354.66554,-23.56983,1.3648787359914645,NED,NULL,NULL,NULL,NULL,
ZTF21abyncce,WISEA J232339.14-223138.5,350.91319,-22.52738,2.2317215326597655,NED,NULL,NULL,NULL,NULL,
ZTF21abymlaz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abylufr,MCG -01-57-024,340.76854,-3.78719,40.84424872413103,NED,True,0.025781,NULL,SPEC,
ZTF21abyltqo,LAMOST J221857.18+064330.2,334.73825,6.725083333333333,1.674774456700094,Simbad,False,0.059356,NULL,E,
ZTF21abyloeo,WISEA J215439.60-202707.1,328.665,-20.45197,0.9053036238366284,NED,True,0.085363,NULL,,
ZTF21abykwox,WISEA J224338.50+495226.1,340.91045,49.87393,1.0426580699984358,NED,NULL,NULL,NULL,NULL,
ZTF21abykmcv,LAMOST J214044.25+064436.0,325.1843875,6.743352777777778,1.4828883424017039,Simbad,False,0.111145,NULL,E,
ZTF21abykivh,WISEA J214536.09-253250.5,326.40036,-25.54746,0.23384160926540215,NED,NULL,NULL,NULL,NULL,
ZTF21abykeed,SDSS J212408.92+182441.9,321.037159063683,18.411649264239,0.7478950331434263,SDSSDR16,False,0.145077,0.04333,photoz,
ZTF21abyjzob,WISEA J203111.93-262005.6,307.79974,-26.33489,0.2864466697748414,NED,NULL,NULL,NULL,NULL,
ZTF21abyexcu,WISEA J005559.46-115706.6,13.9977,-11.95166,3.5196207828487918,NED,NULL,NULL,NULL,NULL,
ZTF21abybnni,WISEA J215415.64-083656.4,328.56519,-8.61564,0.5878570357085009,NED,True,0.074819,NULL,SPEC,
ZTF21abxwoax,WISEA J032549.11-051658.5,51.45474,-5.28283,0.8467506582307922,NED,NULL,NULL,NULL,NULL,
ZTF21abxpxjt,SDSS J205339.62-155035.2,313.415065058349,-15.8431344026076,1.61135511102912,SDSSDR16,False,0.159408,0.016586,photoz,
ZTF21abxpinb,WISEA J222343.89-013507.5,335.9332,-1.58561,2.9332790520933507,NED,True,0.09543,NULL,,
ZTF21abxlmuw,WISEA J012517.64+222324.8,21.32319,22.39003,1.5426131105452445,NED,NULL,NULL,NULL,NULL,
ZTF21abxlkbd,WISEA J005913.18+870844.7,14.80479,87.14578,1.724857998602531,NED,False,0.137323,NULL,PHOT,0.0
ZTF21abxbopm,SDSS J005926.52+145922.4,14.8604845123067,14.989565560004,0.4162345004659148,SDSSDR16,False,0.149425,0.028554,photoz,1.0
ZTF21abwycli,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0
ZTF21abwyaqw,2MASS J22423760+4719528,340.65671,47.33135,1.90083409996399,NED,NULL,NULL,NULL,NULL,3.0
ZTF21abwxaui,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.0
ZTF21abwwtwm,SDSS J211726.10-060219.2,319.358742854564,-6.03868539903948,0.808340992167819,SDSSDR16,False,0.203862,0.012693,photoz,5.0
ZTF21abwjnop,WISEA J215903.01-045731.8,329.76223,-4.95908,1.8038718698563367,NED,NULL,NULL,NULL,NULL,6.0
ZTF19acijooe,WISEA J224845.31+432453.2,342.18879,43.41478,0.2420423315384121,NED,False,0.076108,NULL,PHOT,7.0
ZTF18aczvcnj,WISEA J050532.42+041822.2,76.38494,4.3063,0.8264481780019169,NED,NULL,NULL,NULL,NULL,8.0
