oid,host_id,z
ZTF20acpbbqf,V1CG 031,0.0446
ZTF20acmgrdz,SDSS J115308.18+232325.3,
ZTF20acmgrda,WISEA J115901.88+281513.5,0.028836
ZTF18abaeqpf,WISEA J115357.67+223944.8,0.047567
ZTF20acpabmf,CGCG 393-058,
ZTF20acozbod,M31,
ZTF20acoyyly,UGC 12671,0.047553
ZTF20acoyfpk,WISEA J230100.68+405434.7,
ZTF20acoyduo,WISEA J160347.06+723400.7,
ZTF20acoxucy,WISEA J182339.30+390902.6,
ZTF20acoxsug,WISEA J180719.30+305541.2,
ZTF20acoyvdg,SDSS J011404.73+301518.6,0.091
ZTF20acowuix,SDSS J095442.42+453317.6,0.088
ZTF20acoukep,KUG 0845+397,0.084255
ZTF20acoykif,SDSS J231345.65+145506.9,0.121
ZTF20acpazbp,SDSS J122023.07+505616.5,0.109
ZTF20acoxxkg,WISEA J183909.78+382241.4,
ZTF20acoyxvn,SDSS J002443.28+370909.7,0.274
ZTF20acoygnk,WISEA J215546.58-180654.9,
ZTF20acoxuvx,WISEA J182901.11+575140.4,
ZTF20acobnls,SDSS J231707.22+343113.1,0.037
