oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF22abztbcm,SDSS J225804.66+012055.9,344.519412372763,1.34888685675388,1.3399950094981157,SDSSDR16,False,0.067352,0.05114,photoz,NULL,NULL,NULL
ZTF22abzdzek,UGC 00781,18.52812,38.12258,23.527578846918793,NED,True,0.027913,NULL,,NULL,NULL,NULL
ZTF22abyuycr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abzxnod,WISEA J061512.35-133213.9,93.80148,-13.53722,0.7674334046922099,NED,False,NULL,NULL,NULL,0.0,1.104702780724411,0.3731784876751448
ZTF22abzwecs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
ZTF22abzuyxy,SDSS J013752.80+264730.1,24.4700181745952,26.7917019775042,7.419923460182015,SDSSDR16,False,0.061987,0.02451,photoz,2.0,0.5179936078538482,7.770267686411461
ZTF22abzuwlv,UGC   930,20.95159125,50.14911388888889,4.8169153333669295,Simbad,True,0.021203,3.6692106527192185e-05,D,3.0,0.4534658559699762,4.970660313969268
ZTF22abzuqtw,WISEA J015836.69-242739.7,29.6531,-24.4609,4.020578793545352,NED,False,NULL,NULL,NULL,4.0,1.466360266147272,2.5604353418786587
ZTF22abzqwmp,LEDA   29952,153.91775416666664,45.94114722222222,4.504857793587797,Simbad,True,0.03056,9.999999747378752e-06,C,6.0,0.770143462563118,5.066458680240074
ZTF22abzoktr,WISEA J045144.29+063939.5,72.93458,6.66094,2.25958916636924,NED,False,0.109439,NULL,PHOT,7.0,0.7559110770562967,2.3511849207701987
ZTF22abznawo,SDSS J001820.30+055649.6,4.5845722733892,5.94712328593133,3.3581723436445143,SDSSDR16,False,0.109283,0.025006,photoz,8.0,0.4888523358600365,2.869959995420225
ZTF22abzkisi,2MASX J13120418+0840019,198.0173625,8.667224722222223,1.8364133450562037,Simbad,True,0.05053,1.9999999494757503e-05,C,9.0,0.530792067953475,2.287356498721987
ZTF22abzkiql,SDSS J132136.13+100538.0,200.400541218982,10.0938969219384,3.032868968247868,SDSSDR16,True,0.04028275,9.643618e-06,specz,10.0,0.4865443298044592,3.5091992482382564
ZTF22abzkhiv,2MASX J12442671-0634482,191.1114345833333,-6.580157222222222,3.33230483877606,Simbad,True,0.08114,NULL,D,11.0,0.7698669120481519,3.9570889195997294
ZTF22abzkhaw,SDSS J123815.42-141419.5,189.56424078061,-14.2387494244258,2.0011375707558687,SDSSDR16,False,0.094113,0.010813,photoz,12.0,0.2129566093254385,2.2139176566521384
ZTF22abzkgiq,SDSS J115112.01-030524.4,177.800034225273,-3.09011018748328,2.206703938520039,SDSSDR16,False,0.203054,0.036975,photoz,13.0,0.9522204299894744,3.011909819402172
ZTF22abzjfay,SDSS J084914.61+204400.7,132.310876702058,20.733548881432,1.524939115247249,SDSSDR16,False,0.127532,0.028351,photoz,14.0,0.1996018440059182,1.639904345091332
ZTF22abzhtaw,SDSS J074227.23+155546.6,115.613467701039,15.9296363390727,0.7164553457740043,SDSSDR16,False,0.093174,0.017694,photoz,15.0,0.4473964706007049,0.3243167860118497
ZTF22abzhqbt,SDSS J073320.40+472715.4,113.335012588626,47.454289341537,4.329007124835141,SDSSDR16,False,0.062324,0.012922,photoz,16.0,0.3514573878674316,4.6448490781383445
ZTF22abzhdko,SDSS J114753.87+582413.6,176.974457588272,58.4037972996386,0.4987872436036594,SDSSDR16,False,0.09922,0.026656,photoz,17.0,0.2910609348017366,0.6907194286590006
ZTF22abzhahz,SDSS J105828.38+373436.7,164.618244325445,37.5768762056228,7.2467957296909296,SDSSDR16,True,0.05922638,9.363825e-06,specz,18.0,0.2526340223583871,7.461666565197682
ZTF22abzfwct,WISEA J051510.22-173757.2,78.79261,-17.63262,2.040995756158805,NED,False,NULL,NULL,NULL,19.0,0.7332559177258346,1.3125508017301877
ZTF22abzdhrz,WISEA J032359.48+225004.4,50.99785,22.83457,0.3777874694114501,NED,False,NULL,NULL,NULL,21.0,0.1942123809050998,0.1839948785631142
ZTF22abzdeys,SDSS J010934.44+255323.9,17.3935086988524,25.8899940577664,1.4101689623646687,SDSSDR16,False,0.28195,0.118669,photoz,22.0,0.4470456721310657,1.3970451227448015
ZTF22abzdeel,SDSS J014650.81+162949.3,26.7116980821064,16.4970513837779,2.164049275468405,SDSSDR16,False,0.065584,0.034282,photoz,23.0,0.4288543753270225,2.5571531641992418
ZTF22abzdcxt,SDSS J020035.29+050758.7,30.1470222513104,5.13298293569921,7.192367677206219,SDSSDR16,True,0.1377899,1.561715e-05,specz,24.0,0.5329226471444045,6.722922842669051
ZTF22abzcddg,WISEA J024034.90+803221.9,40.14543,80.53943,2.84567872266699,NED,False,NULL,NULL,NULL,25.0,1.2215104761611757,1.664629125133396
ZTF22abzcawq,SDSS J010623.92+301220.9,16.5996488499978,30.2058044435175,0.0631175526070922,SDSSDR16,False,0.15351,0.096513,photoz,26.0,0.1423511052991564,0.1693111098274091
ZTF22abyyqul,SDSS J081507.08+482252.4,123.779483676137,48.3812286018242,3.554539966128094,SDSSDR16,False,0.16673,0.027253,photoz,27.0,0.5655624304665909,3.101165475738181
ZTF22abyxnrr,WISEA J050251.52+514336.0,75.71454,51.72658,0.6800970732457441,NED,False,NULL,NULL,NULL,28.0,0.4082105496376544,0.9059830802281988
ZTF22abywkjn,SDSS J013500.76+321655.7,23.7531807159837,32.2821639874673,0.2560140885662946,SDSSDR16,False,0.084252,0.012209,photoz,29.0,0.2557387912518989,0.1912420824335229
ZTF22abyvitx,SDSS J064501.91+291452.2,101.25793850085,29.2478455545291,8.69991977413705,SDSSDR16,False,0.042477,0.018585,photoz,30.0,1.0650145610845725,8.872668791648653
ZTF22abytupz,WISEA J080831.09+513818.5,122.12975,51.63842,1.6925299239705456,NED,True,0.060409,NULL,SPEC,32.0,0.5181351407416406,2.2020078044351683
ZTF20aclnpjd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.0,NULL,NULL
ZTF19adbzuiz,SDSS J070642.52+400533.3,106.677148554219,40.0925939456761,1.6320363766748451,SDSSDR16,False,0.11066,0.023678,photoz,34.0,0.1962710793979274,1.620217864517054
