oid,host_id,z
ZTF19aciuhmq,SDSS J214244.60+111000.3,0.159
ZTF19ackyfqp,UGC 00067,0.039514
ZTF19aclklzo,SDSS J020604.52+172615.8,0.110
ZTF19acllegk,SDSS J002524.64-042200.5,0.118
ZTF19aclloku,SDSS J222057.78+283351.4,0.049
ZTF19acllwkq,WISEA J232419.18+115840.4,
ZTF19acivqkf,WISEA J002856.77+751728.3,
ZTF19aclnmka,NGC 0535,0.016365
ZTF19aclobbu,SDSS J022305.31+465257.1,0.014
ZTF19acmbems,SDSS J083525.07+110729.6,0.159
ZTF19acmbgwx,SDSS J075812.29+441057.4,0.166
ZTF19acmbiad,SDSS J082406.41+541443.4,0.112
ZTF19acmbjvi,SDSS J104003.73+425524.9,0.073
ZTF19acmbjll,SDSS J103803.16+300957.5,
ZTF19acmboqi,SDSS J100454.06+350339.3,0.093
ZTF19acmblbi,WISEA J101939.51+211717.4,0.032436
ZTF19acmbxyg,SDSS J092600.15+331006.7,0.066
ZTF19acmcdfo,WISEA J083339.22+514929.6,0.170655
