oid,host_id,z
ZTF20abmlzhm,WISEA J222407.13+081353.3,
ZTF20abmlxrx,WISEA J231646.31-231839.9,
ZTF20abmljfk,WISEA J223822.98-235107.7,
ZTF20abhjhoi,SDSS J023312.93+220045.2,0.066
ZTF20abmkypp,WISEA J023357.21+181017.6,
ZTF20abmkuer,SDSS J014820.00+082030.5,0.098
ZTF20abmkwxg,SDSS J015236.67+103032.1,0.089
ZTF20abmkvrm,SDSS J020443.09+142329.6,0.059
ZTF20abmkpdr,SDSS J013236.75+060151.2,0.044
ZTF20abmkiim,SDSS J000505.69-014553.2,0.082
ZTF20abmjuyw,WISEA J184429.55+494805.7,
ZTF20abmjoco,SDSS J205131.28-015656.0,0.287
ZTF20abmihnc,WISEA J180404.65+220214.4,
