oid,host_id,z
ZTF20abfcpdc,UGC 12104,0.038443
ZTF20abfcrzj,NGC 6912,0.023244
ZTF20abfcszy,SDSS J235101.73+425214.2,0.108
ZTF20abfcsxw,WISEA J002328.38+480648.4,
ZTF20abfcsnu,WISEA J001916.52+381050.3,
ZTF20abfcsnk,SDSS J000546.32+334541.0,0.082
ZTF20abfcsio,SDSS J230457.51+211541.1,0.141
ZTF20abfcpkj,WISEA J220341.37-000911.2,0.109026
ZTF20abfcqaz,WISEA J220820.31-103135.4,
ZTF20abfcqcp,SDSS J214710.20-072202.6,0.212
ZTF20abfcrdq,WISEA J205335.82-171548.0,
ZTF20abfcptx,GALEXASC J204537.59-135917.6,
ZTF20abfckuh,WISEA J195107.97-195812.9,
ZTF20abezxfe,SDSS J162009.66+105549.2,0.237
ZTF20abezmku,WISEA J140058.53-111403.7,0.037236
ZTF20abeywdn,SDSS J111615.58+361950.5,0.085
ZTF20abeyvwv,WISEA J120533.21+263508.8,0.049414
ZTF20abeytcf,SDSS J121602.90+042919.4,0.100
ZTF20abeyqmx,WISEA J132300.91-014815.1,0.0759
ZTF20abeybop,SDSS J105227.34+151247.5,0.299
ZTF20abeytox,SDSS J122244.79+082037.9,0.090
ZTF20abfcshg,SDSS J000527.62+323202.1,0.044
ZTF20abfcszi,WISEA J003113.52+850031.8,
ZTF20abexagc,WISEA J235600.52+514540.9,
ZTF20abexasr,SDSS J234024.93+461850.5,0.262
ZTF20abewwqq,WISEA J204500.99-112856.6,
ZTF20abewxcw,SDSS J204444.70-062519.5,
ZTF18aajhgwn,WISEA J110444.09+441746.2,0.160894
ZTF20abevcmy,WISEA J114501.58+492906.4,
ZTF20abevcla,WISEA J113044.95+654326.6,0.115332
ZTF20abevbyi,WISEA J092643.18+633337.7,0.116748
ZTF20abevbxv,NGC 2814,0.00531
ZTF20abeuwlk,WISEA J111316.06+074803.1,0.078995
ZTF20abeuwfw,WISEA J121440.85-084911.0,
