oid,host_id,z
ZTF21aagducu,WISEA J181406.38+091209.4,
ZTF21aagdrdj,WISEA J170359.96+335431.7,0.083019
ZTF21aagdngy,2MASX J16574301+5830342,
ZTF21aagczez,SDSS J172903.19+345655.3,0.130
ZTF21aagbeah,CGCG 037-048,0.040002
ZTF21aagayzo,WISEA J112932.80-014650.1,0.122114
ZTF21aaezixn,WISEA J083653.26-055506.0,0.039227
ZTF21aafppai,WISEA J033258.04-220417.3,
ZTF21aafepon,NGC 0684,0.011791
ZTF21aafnzqo,LCSB S0261P,0.051179
ZTF21aafnyyo,WISEA J221527.20+471614.7,
ZTF21aafnunh,WISEA J011404.77+192503.5,
ZTF21aagdobr,SDSS J165735.90+365943.1,0.310
ZTF21aagbeki,SDSS J101950.20+075122.0,0.183
ZTF21aaezfqt,WISEA J081731.79+060605.6,0.094875
ZTF21aafsafs,SDSS J074345.62+440147.1,0.068
ZTF21aafkgvj,WISEA J075403.90-061918.0,
ZTF21aafoqox,SDSS J015213.22+262533.7,0.057
ZTF21aaeundb,WISEA J030335.10-085039.4,0.032649
ZTF21aagczki,WISEA J171030.72+310727.2,0.081288
ZTF21aagdjtd,SDSS J142257.94+481734.6,0.190
ZTF21aagaehc,SDSS J101241.33+212456.0,0.141
ZTF21aafjmle,WISEA J100711.52+004814.8,0.096154
ZTF21aafxhmt,WISEA J091554.54-175504.1,
ZTF21aaezgur,SDSS J080909.88+074913.1,0.221
ZTF21aafpxrt,SDSS J033051.82+445757.3,0.433
ZTF21aaebvfk,WISEA J050426.44+640852.8,
ZTF21aafpqcq,WISEA J041401.18-021337.5,
ZTF21aafpoln,WISEA J033306.82-192818.1,
ZTF21aadruup,SDSS J160143.36+132230.2,0.151
ZTF21aagankm,WISEA J085024.53+230057.2,
ZTF20acrsfgn,SDSS J165425.73+233924.6,0.074
ZTF21aadqyis,WISEA J090946.61+161739.2,0.089232
ZTF21aafsavh,WISEA J050718.50+714605.1,
