oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aalzbjn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aalytcv,SDSS J174923.95+651040.2,267.349786434231,65.1778417600542,5.547904975169968,SDSSDR16,False,0.164149,0.026223,photoz,1.0,0.549751449565524,6.097443253722162
ZTF23aalyrlm,WISEA J191912.20+683221.4,289.80092,68.53925,1.3230185973616,NED,False,NULL,NULL,NULL,2.0,0.6095394028751303,1.9318448377637447
ZTF23aalxrnz,WISEA J183051.10+323056.3,277.71267,32.51564,4.848951716916127,NED,False,0.053702,NULL,PUN,3.0,0.1982305610816004,5.026716568628958
ZTF23aalwuua,SDSS J140202.25+131352.2,210.509394301472,13.2311748592347,2.6768975859133755,SDSSDR16,False,0.042487,0.016908,photoz,4.0,0.2628659041748072,2.764000974941582
ZTF23aalwdor,SDSS J133410.42-015814.6,203.543404765383,-1.97072552786217,2.491189717283013,SDSSDR16,True,0.06945356,8.381362e-06,specz,5.0,0.4021846092416433,2.661190424427753
ZTF23aaltnze,SDSS J171908.33+305639.2,259.784705276177,30.9442384192374,7.802255658419471,SDSSDR16,False,0.105979,0.029568,photoz,6.0,1.5186702352301094,6.385653533195256
ZTF23aalklzg,WISEA J133505.73-201441.8,203.7739,-20.24495,0.575196913707265,NED,False,NULL,NULL,NULL,7.0,0.6026877575388276,0.0640122408692091
ZTF23aaklamh,SDSS J150146.75+252358.7,225.444796902789,25.3996573852012,0.2553382355942498,SDSSDR16,False,0.108211,0.034334,photoz,8.0,0.2048874514227129,0.3448562889803519
ZTF23aakjvhk,6dFGS gJ120343.6-271958,180.9315625,-27.332952777777777,4.253103341468381,Simbad,True,0.03007,NULL,D,9.0,0.4538660394982787,3.8845200895687855
