oid,host_id,z
ZTF19acdubdg,NGC 3184,0.001975
ZTF19acduadq,2MASX J10072603+5530184,0.032522
ZTF19acdtzps,2MASX J10061430+4752136,0.162578
ZTF19acdtxrs,2MASX J08323160+1536558,0.15515
ZTF19abzzxvf,SDSS J083115.22-034321.6,0.063
ZTF19acdtnex,SDSS J091407.97+333205.9,0.062634
ZTF19acdtmwh,2MASX J09411042+2401218,0.070028
ZTF19acdtnzc,SDSS J090554.22+295111.4,0.128
ZTF19acdtipi,GALEXASC J054918.64-210548.3,
ZTF19acdthwb,ESO 553- G 019,0.013836
ZTF19acdrner,APMUKS(BJ) B035916.50-192233.7,
ZTF19acdrkbh,ESO 485-1,0.01798
ZTF19acdqntr,SDSS J004300.30+022125.1,0.066
ZTF19acdqkbu,SDSS J000848.74+251902.4,0.179
ZTF19acdqbvf,SDSS J230711.04+045924.4,0.163
ZTF18abshmgx,2MASX J01085294-1537167,0.095836
ZTF19acdpmzy,SDSS J001536.96+200129.2,0.072
ZTF19abuyfwj,SDSS J235054.06+255818.5,0.130
ZTF19acclzaw,2MASX J18521198+3216522,0.067193
ZTF19accvilj,2MASX J00435004+3656178,
ZTF19accmboe,2MASXi J1810164+501048,0.045998
ZTF19acdllyn,SDSS J175640.57+244617.4,0.084
