oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21ablvvci,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21ablxdjd,SDSS J001643.91+120513.3,4.18297435591245,12.0870330413623,1.527387472373324,SDSSDR16,False,0.555423,0.057619,photoz,0.0
ZTF21ablxcos,SDSS J232500.94+183855.1,351.253909987226,18.6486609691524,2.033709638687925,SDSSDR16,False,0.138553,0.023366,photoz,1.0
ZTF21ablxcbh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0
ZTF21ablxbll,SDSS J234012.72+163620.4,355.052993983131,16.6056768244257,0.7301047134339369,SDSSDR16,False,0.116101,0.040047,photoz,3.0
ZTF21ablwkha,SDSS J215143.71-044741.6,327.932111843855,-4.79489328960865,1.6123282105758114,SDSSDR16,False,0.141891,0.020153,photoz,4.0
ZTF21ablwhcy,SDSS J000110.91+092948.7,0.295472820383679,9.49687540420279,0.2232311914720331,SDSSDR16,False,0.386725,0.084656,photoz,5.0
ZTF21ablwagk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.0
ZTF21ablvzhp,MCG -02-57-024,339.22471,-12.56178,11.638294250450423,NED,True,0.02388,NULL,NULL,7.0
ZTF21ablvtrn,SDSS J215038.02-083717.5,327.65844,-8.62155,0.442880453649419,NED,NULL,NULL,NULL,NULL,8.0
ZTF21abltppy,WISEA J192227.22+480323.6,290.61342,48.05656,0.2796424136734466,NED,True,0.08629,NULL,NULL,9.0
ZTF21abltpou,2MASS J17481266+3051036,267.05276,30.85101,1.774537408477506,NED,NULL,NULL,NULL,NULL,10.0
ZTF21abltdts,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.0
ZTF21ablsmal,WISEA J164419.12+684720.0,251.07971,68.78889,8.717795356653744,NED,False,0.052569,NULL,PHOT,12.0
ZTF21ablrhtk,2MASX J17001777+2305242,255.07391,23.0901,1.793855160688567,NED,True,0.058086,NULL,SPEC,13.0
ZTF21ablrhdo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.0
ZTF21ablrcjr,SDSS J133627.43+200311.6,204.114272100923,20.0532469282627,0.3024914024700297,SDSSDR16,False,0.139536,0.070906,photoz,15.0
ZTF21ablqziz,SDSS J144207.34+092036.2,220.53059210783,9.3434060496206,0.4054514878039859,SDSSDR16,False,0.287425,0.081063,photoz,16.0
ZTF21ablqxyh,WISEA J153417.51+054701.2,233.57298,5.78366,1.3008846656992967,NED,True,0.139004,NULL,SPEC,17.0
ZTF21ablqsnv,WISEA J151604.03+195134.6,229.01717,19.85953,6.716993992249351,NED,True,0.04929,NULL,SPEC,18.0
ZTF21ablqixd,WISEA J160041.97+001638.2,240.17489,0.27723,0.7882130155875465,NED,True,0.12601,NULL,SPEC,19.0
ZTF21ablfbhr,SDSS J001740.26+250531.6,4.4177552015675,25.0921321428989,9.853635146293804,SDSSDR16,False,0.086417,0.020703,photoz,20.0
ZTF21ablducj,SDSS J002054.39+364710.3,5.22662109931821,36.786199073724,1.301579373682615,SDSSDR16,False,0.075704,0.023534,photoz,21.0
