oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aaqaeae,WISEA J213910.35-215441.6,324.79314,-21.91158,2.701137589541666,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aapxubl,SDSS J204806.71+001011.4,312.027947655697,0.169836036200514,0.28521303867414466,SDSSDR16,False,0.133349,0.049044,photoz,NULL,NULL,NULL
ZTF23aaqadwz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
ZTF23aapzufo,SDSS J224528.87+085000.2,341.370287872486,8.83340928058083,6.55870359471937,SDSSDR16,False,0.118493,0.01305,photoz,2.0,0.6632416756062304,5.973545607221928
ZTF23aapzrhp,SDSS J225438.12+020427.8,343.658826615607,2.07439052976773,1.6757093746432044,SDSSDR16,False,0.35424,0.136116,photoz,3.0,0.7966611646207662,1.5513349486265866
ZTF23aapzece,SDSS J215125.31-091039.9,327.855467460967,-9.1777618438061,1.4239942908817331,SDSSDR16,False,0.132287,0.047185,photoz,4.0,0.3431215286494001,1.7449377647891962
ZTF23aapyzkn,WISEA J215313.86+371449.4,328.30778,37.24708,2.90295733462761,NED,False,NULL,NULL,NULL,5.0,1.8423390119295788,4.653039646917801
ZTF23aapywpz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.0,NULL,NULL
ZTF23aapyuoa,SDSS J230400.93-194655.0,346.00387180218,-19.781952396719,0.1128260700708969,SDSSDR16,False,0.21805,0.074866,photoz,7.0,0.1071555257660651,0.2095965034789182
ZTF23aapyqxq,SDSS J000659.21+274011.0,1.74668779936405,27.6697465086358,1.3238195905424492,SDSSDR16,False,0.168723,0.04159,photoz,8.0,0.463786456975808,1.54538023504681
ZTF23aapypaw,SDSS J001339.56+080855.1,3.41482135812544,8.14866228325776,2.394624880046976,SDSSDR16,False,0.065784,0.014379,photoz,9.0,0.5902735563416791,2.693178413600722
ZTF23aapymfa,WISEA J213302.29+125154.1,323.25963,12.86514,2.353898454337716,NED,False,NULL,NULL,NULL,10.0,0.2491253686984542,2.497967019623053
ZTF23aapymcq,SDSS J214132.31+101217.9,325.384642507221,10.2049749642261,1.2192462950635596,SDSSDR16,False,0.301363,0.129174,photoz,11.0,0.1045436842313318,1.2838946159658948
ZTF23aapyhqq,SDSS J225118.89+061452.4,342.828718630538,6.24788971267182,1.3108836660524292,SDSSDR16,False,0.201905,0.076009,photoz,12.0,0.7064693709881853,0.6239775739330837
ZTF23aapyhqp,SDSS J225212.83+054254.6,343.053453441099,5.71517887497026,0.9717329812083974,SDSSDR16,False,0.208621,0.100903,photoz,13.0,0.7751924378268366,0.2133547396209647
ZTF23aapxxin,WISEA J204840.71-163033.5,312.16965,-16.50932,2.0481550379057243,NED,False,NULL,NULL,NULL,14.0,0.6982053749086683,1.6938936521094308
ZTF23aapwycl,SDSS J132823.14+343436.9,202.096427830376,34.5769294195389,0.4196491967519162,SDSSDR16,False,0.20922,0.067052,photoz,16.0,0.4016444063406582,0.0447243170749179
ZTF23aapwwak,2MASX J15082836+1843247,227.1180683333333,18.72363,10.470120841859147,Simbad,True,0.06759,1.9999999494757503e-05,C,17.0,0.705199086663184,10.985160164612733
ZTF23aapwvkp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.0,NULL,NULL
ZTF23aapkwyh,SDSS J153037.89+101445.6,232.657880386878,10.2460205178682,1.0565503835448478,SDSSDR16,False,0.126656,0.037062,photoz,19.0,0.1413375042616522,1.1870557452331143
ZTF21acqkqad,2MASX J22364787-1544376,339.19936249999995,-15.743827777777778,1.5901467275802226,Simbad,True,0.074036,3.3356460479265623e-06,C,20.0,0.4029623745000183,1.494396724250188
