oid,host_id,z
ZTF21aaobkmg,NGC 6792,0.015471
ZTF21aaomuka,MCG +03-29-027,0.003803
ZTF21aaoqwvx,WISEA J210916.75+314023.0,
ZTF21aaoprok,WISEA J150154.35+460607.6,0.153675
ZTF21aaoqbbw,2MASX J16583923+2629311,0.050162
ZTF21aaoexjt,SDSS J135334.95+270451.4,
ZTF21aaopiar,SDSS J134640.93+454124.9,
ZTF21aaopcwt,SDSS J140201.29+654955.3,
ZTF21aantxpe,SDSS J124144.93+631406.2,0.144
ZTF21aaonmzn,WISEA J125214.79+292543.6,0.061966
ZTF21aaolavy,SDSS J121211.74+292921.4,
ZTF21aaonagd,SDSS J110532.35+022940.7,
ZTF21aaoetof,SDSS J112940.92+360735.3,
ZTF21aaomhio,SDSS J100858.85+305316.2,
ZTF21aaoldif,SDSS J102551.10+454048.5,
ZTF21aaolbib,WISEA J113459.48+811847.0,
ZTF21aaokley,MaxBCG J157.92133+36.02337,
ZTF21aaokvic,WISEA J090842.61+172646.9,0.108746
ZTF21aaokuyo,WISEA J090557.43+174812.7,0.096824
ZTF21aanuafi,SDSS J085850.39+213846.2,
ZTF21aaokmgl,SDSS J091018.82+132357.1,
ZTF21aaokbmw,WISEA J073013.29+382439.3,0.080239
ZTF21aaoiwra,WISEA J063550.12+224145.1,
ZTF21aaoifgb,WISEA J071618.25+340757.6,
ZTF21aaoihbx,WISEA J072139.38+234233.0,
ZTF21aaokfcs,WISEA J072437.09+210940.4,
ZTF21aaoiaar,SDSS J065003.17+272909.7,
ZTF21aaohsio,WISEA J070212.07+495952.1,
ZTF21aaoqayg,WISEA J165156.76+285517.7,0.10473
ZTF21aanxwin,SDSS J065833.52+103855.5,
ZTF21aaoqfcd,WISEA J191821.83+561924.9,
ZTF21aaolwqs,SDSS J082034.18+482217.2,
ZTF21aanynbi,WISEA J090146.37+580828.0,0.117694
ZTF21aanzbfn,WISEA J110344.33+182424.7,0.081397
ZTF21aaojyad,SDSS J061433.34+651256.1,
ZTF21aaoiygo,WISEA J044531.77-192140.8,
ZTF21aaoiyqk,WISEA J044419.45-141654.1,
ZTF21aaolbhn,WISEA J122635.29+661339.6,0.125873
ZTF21aaopakn,WISEA J112316.00+105608.5,0.17065
ZTF21aaomyei,SDSS J111225.08+140431.6,
ZTF21aaoqfdp,SDSS J190238.86+792726.3,
ZTF21aaoknuz,WISEA J083919.18+191712.3,0.134255
ZTF21aanttqj,SDSS J092941.05+285343.9,
ZTF21aaogklu,WISEA J155810.72+272130.7,0.097165
ZTF21aaoknbt,SDSS J083532.78+154333.4,
ZTF21aaoepgz,SDSS J110556.47+560120.8,
ZTF21aaojbwu,SDSS J024402.68+284853.0,
ZTF21aanypgp,SDSS J092734.09+340258.3,
ZTF21aanynya,SDSS J110650.58+415542.3,
ZTF21aantint,WISEA J044942.68+195538.8,
ZTF21aaokojp,SDSS J084512.94+091403.6,
ZTF21aanyezp,WISEA J121349.33+702115.6,
ZTF21aaoaxak,WISEA J130238.61+273747.2,0.1216
ZTF21aaoqbbx,SDSS J155256.87+390653.1,
ZTF21aanyvnn,WISEA J112326.57+320500.1,0.098962
ZTF21aaojyzi,WISEA J072856.46+581752.7,
ZTF21aaoprdi,WISEA J154703.50+430146.1,0.102125
ZTF21aaoqigk,WISEA J181046.72+381720.5,
ZTF21aanthfa,WISEA J061932.85-263401.7,0.053751
ZTF21aaolrmc,SDSS J080058.10+412956.4,
ZTF21aaogjzp,SDSS J131921.55+335017.3,
ZTF21aaoapgu,SDSS J113139.21+155644.6,
ZTF21aaokuir,WISEA J100231.20-140251.8,
ZTF21aaoepjz,WISEA J104159.30+392644.3,0.14836
ZTF21aanyile,WISEA J072933.71+091615.9,
ZTF21aanyijg,SDSS J080026.32+052721.3,
ZTF21aaohvcz,SDSS J071135.38+000025.7,
