oid,host_id,z
ZTF20abzettb,WISEA J040724.12+301721.5,0.018553
ZTF20abzeynv,WISEA J032502.09+254220.2,
ZTF20abzayoe,WISEA J230030.27-215440.2,
ZTF20abzbita,SDSS J221706.53+395451.9,0.073
ZTF20abzbfdd,WISEA J235141.94+141859.0,0.174852
ZTF20abyzbxa,SDSS J170325.72+355955.5,0.085
ZTF20abyzgzj,WISEA J180308.16+162553.2,
ZTF20abzainw,WISEA J232315.08+495144.3,
ZTF20abzcfqn,WHL J012056.8+193901,0.0805
ZTF20abzcnsq,SDSS J025111.90+433544.1,0.090
ZTF20abyzomt,CGCG 402-005,0.022125
ZTF20abzaaqo,SDSS J225835.87+293615.0,0.112
ZTF20abzbjtq,WISEA J224759.30+451314.5,
ZTF20abzcmeh,WISEA J020733.96+382204.1,
ZTF20abzetdf,2MASS J05094369+0353347,
ZTF20abzesvm,WISEA J051202.03-014439.4,
ZTF20abzcokv,WISEA J020341.00+520859.2,
ZTF20abyzprl,SDSS J232704.84+162057.5,0.044
ZTF20abyxnjo,WISEA J000245.68+450653.3,
