oid,host_id,z
ZTF18aawfprp,WISEA J152738.92+561917.1,0.164354
ZTF20abekspx,SDSS J170735.95+353949.6,0.164
ZTF20abepadz,WISEA J154016.52+304216.9,0.100718
ZTF20abeoxqc,SDSS J153752.44+394947.6,0.138
ZTF20abepabc,SDSS J161403.38+335404.8,0.164
ZTF20abegopd,2MASX J17160736+4047130,
ZTF20aberegl,SDSS J173115.77+611650.5,0.239
ZTF20abeqtxp,WISEA J185713.41+382241.3,
ZTF20abermbe,SDSS J170840.72+425701.2,0.063
ZTF20abeqlis,WISEA J164540.70+612713.2,
ZTF18aawdnkz,WISEA J152221.95+133121.1,0.144305
ZTF20abepzvs,SDSS J151146.89+075934.7,0.115
ZTF20abepult,SDSS J152216.47+543722.0,0.183
ZTF20abelryl,UGC 10928,0.0238
ZTF20abekwpu,WISEA J161104.35+514905.2,0.134974
ZTF20abejmwd,WISEA J134235.15-105448.6,0.093975
ZTF20abejrwn,WISEA J105837.81+230813.7,
ZTF20abekegj,WISEA J165629.71+330345.5,0.08663
ZTF20abeidnf,WISEA J132339.65+712531.3,
ZTF20abeqwjn,SDSS J183110.41+411724.8,0.079
ZTF20abepxuj,SDSS J155607.44+343210.4,0.121
ZTF20abejvpr,SDSS J143720.06+551248.8,0.046
ZTF20abeolsw,WISEA J140504.59+293133.3,0.064058
ZTF20abeolig,WISEA J135712.73+221654.1,0.062385
ZTF19aapfmrf,CGCG 074-042,0.016451
ZTF20abeojyq,MSPM 04436,0.08311
ZTF20abellto,WISEA J184052.83+523730.2,
ZTF20abeljuj,WISEA J183529.84+363523.9,
ZTF20abeieul,WISEA J154545.30+705712.7,
ZTF20abekhef,SDSS J163435.16+520743.5,0.165
ZTF20abekbzp,WISEA J153444.86+063851.9,0.040565
ZTF20abejlzt,WISEA J135859.35-142247.4,
ZTF20abeldyn,WISEA J173604.47-002949.5,
ZTF20abeiiya,SDSS J171226.67+424426.4,0.167
ZTF20abejpnn,WISEA J111709.24+132123.3,0.115355
ZTF20abeifkj,WISEA J151111.50+601549.5,0.072575
ZTF20abekcdt,WISEA J154549.66+194108.7,0.049598
ZTF20abdnnqi,WISEA J104358.41+620803.1,0.115833
ZTF20abeircx,WISEA J102649.45+483021.0,0.09401
ZTF20abeipuh,WISEA J114916.96-044908.3,
ZTF20abeinak,WISEA J125909.28-080613.1,
ZTF20abekwvo,SDSS J170614.83+744418.6,0.185
ZTF20abejkrg,WISEA J142536.45-145717.7,
ZTF20abejjsp,LCRS B142435.0-120636,0.112401
ZTF20abemvkz,WISEA J135036.24+724250.3,
ZTF20abeotdh,SDSS J130639.20+590503.0,0.211
ZTF20abernkz,WISEA J182752.14+440602.6,
