oid,host_id,z
ZTF19achundo,SDSS J221843.08+132442.0,0.153
ZTF19acfzxms,SDSS J005634.85+144634.0,0.717
ZTF19achwdtj,SDSS J000024.66+102100.0,0.131
ZTF19achznks,NGC 0996,0.015291
ZTF19acicplk,SDSS J021254.06-044647.5,0.126
ZTF19acicqny,WISEA J035428.28-124500.5,
ZTF19acgxbwo,WISEA J035020.10+300206.7,
ZTF19acifefg,SDSS J074815.07+254712.8,0.123
ZTF19achvqyk,WISEA J001035.56+063953.6,0.108431
ZTF19achvsey,SDSS J005025.88+071047.5,0.144
ZTF19achzpvw,WISEA J025207.91+413447.3,0.015254
ZTF18acywyuo,WISEA J071652.77+192344.3,
