oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aakmqah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aaknwrx,CGMW 4-5101,286.56083,-25.08333,2.004359984855275,NED,False,NULL,NULL,NULL,0.0,1.4894683665904125,0.6314958491417482
ZTF23aaknsqr,SDSS J005434.22+324816.3,13.6425870396345,32.8045368542626,0.311749666187244,SDSSDR16,False,0.198571,0.032462,photoz,1.0,0.3121366696794793,0.0882606821873163
ZTF23aaknrvh,KUG 0112+371,18.81246,37.39942,3.575989158671519,NED,False,NULL,NULL,NULL,2.0,0.1736381336013952,3.626926639503295
ZTF23aaknrrz,WISEA J011321.17+405338.7,18.33822,40.89411,0.60644005662365,NED,False,NULL,NULL,NULL,3.0,0.3091647334673285,0.3093443996407249
ZTF23aakmqlj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.0,NULL,NULL
ZTF23aakmetf,SDSS J171946.32+231841.4,259.943012887577,23.3115159681782,1.0663945467059712,SDSSDR16,False,0.17198,0.038313,photoz,6.0,0.4938951350543999,0.6380240811270452
ZTF23aaklhml,SDSS J163650.31+340908.7,249.209634122941,34.1524278936256,1.7331959316433476,SDSSDR16,False,0.1634,0.034542,photoz,7.0,0.3320414679806171,2.0146432549019875
ZTF23aaklbwm,SDSS J143559.49+542647.0,218.997871971925,54.4464014749052,3.9832088276119015,SDSSDR16,True,0.09237057,1.520582e-05,specz,8.0,0.2826176218903332,4.142708188841315
ZTF23aakjsbj,SDSS J110703.82+415231.5,166.765914319621,41.8754248815599,0.3773639022879412,SDSSDR16,False,0.241141,0.114289,photoz,9.0,0.5063034911397308,0.2698511618368333
ZTF23aakjqau,SDSS J123357.96+531420.6,188.491514150096,53.2390682347048,2.0170131535976448,SDSSDR16,True,0.1460781,5.064581e-05,specz,10.0,0.2568321536094851,1.8058566006086847
ZTF23aakjnib,[MWC2015] B1152+200  4408,179.11690458333334,19.621598055555555,1.0231399063132227,Simbad,True,0.17157,0.0001999999949475,C,11.0,0.3400248279512176,0.8219551138545313
ZTF23aakjbef,SDSS J100929.84+055743.0,152.37431446928,5.96194538307117,0.0959660291937632,SDSSDR16,False,0.160433,0.07979,photoz,12.0,0.1819323468369092,0.1206623066496772
ZTF23aakcbfv,WISEA J195218.45+425311.4,298.07688,42.88651,0.7377308593149803,NED,False,NULL,NULL,NULL,13.0,0.2449994745203216,0.91665974577026
ZTF23aakbvtb,SDSS J175145.89+383030.3,267.9412104823,38.5084306253103,1.3596384941932569,SDSSDR16,False,0.962853,0.08217,photoz,14.0,1.3813351875177964,0.6136426132651195
ZTF23aakayaq,2MASX J13151449+0224244,198.81056666666663,2.4069277777777778,6.281214422589315,Simbad,True,0.16339,2.999999924213625e-05,C,15.0,0.7555587635965145,6.3995288101194125
ZTF23aakagti,WISEA J125233.92-130947.5,193.1417,-13.16312,3.408349940555775,NED,False,NULL,NULL,NULL,16.0,1.2011269102282447,2.789529348975807
ZTF23aajzuof,SDSS J100155.07+534122.4,150.479474819826,53.689571586311,1.4216066949962884,SDSSDR16,False,0.099894,0.022179,photoz,17.0,0.3023563993129013,1.4607292575615518
ZTF23aajsiee,SDSS J151338.92+373648.7,228.412161939368,37.6135341627469,3.3311203543551637,SDSSDR16,False,0.166704,0.009189,photoz,18.0,0.1655104413577219,3.4652214328100617
ZTF23aajoabd,SDSS J164811.45+501001.8,252.047694945773,50.1671895463588,0.2865110847205245,SDSSDR16,False,0.191811,0.042297,photoz,19.0,0.4132414221575838,0.1516487715301943
ZTF23aajmjhz,WISEA J125400.14-040319.3,193.50061,-4.05539,0.3477050149907726,NED,False,NULL,NULL,NULL,20.0,0.4428613677437389,0.1345499447641719
ZTF23aajkejg,SDSS J172620.67+233944.9,261.586117505837,23.6624756628933,0.5448820783569036,SDSSDR16,False,0.077255,0.022938,photoz,21.0,0.1836315599728155,0.6331330007187245
ZTF23aajjtye,SDSS J151722.22+255644.9,229.342594699748,25.9458233919229,0.6842743000134889,SDSSDR16,False,0.148722,0.073335,photoz,22.0,0.376625625256851,0.3147320031432679
ZTF23aajhyco,WISEA J122747.75-111052.5,186.94897,-11.18126,0.3070741749503858,NED,False,NULL,NULL,NULL,23.0,0.3037609579132411,0.1091015950977013
ZTF23aajhxdk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.0,NULL,NULL
