oid,host_id,z
ZTF20aawxsit,WISEA J174812.00+091808.3,
ZTF20aaxdotz,WISEA J183346.80+334531.2,
ZTF20aawphxj,WISEA J210358.90+113455.2,
ZTF20aawyglg,2MASX J17164671+2628531,0.048302
ZTF20aaxccrm,SDSS J165353.33+143204.9,0.062
ZTF20aaxbpkf,SDSS J150357.80+542036.1,0.114
ZTF20aaxbmgd,WISEA J143430.26+532735.0,0.044617
ZTF20aaxanvu,KUG 1436+484,0.025779
ZTF20aawzofy,WISEA J083238.84-081031.1,
ZTF20aaxagnm,ESO 507- G 034,0.04401
ZTF20aaxbwfp,SDSS J153040.32+080203.2,0.136
ZTF20aaxduld,WISEA J190619.97+335610.9,
ZTF19aapwrwg,WISEA J180207.11+315134.8,
