oid,host_id,z
ZTF20abvywho,WISEA J071047.77+553739.6,
ZTF20abxgxjd,WISEA J175530.00+301326.0,
ZTF20abxzrqw,SDSS J013505.58+124757.7,0.052
ZTF20abygigy,SDSS J012246.70+100154.9,0.082
ZTF20abvborl,WISEA J073615.88+562756.0,
ZTF20abygoad,WISEA J053341.60-033059.7,0.021613
ZTF20abyfgkz,MCG -02-52-006,0.013106
ZTF20abyfmjr,WISEA J024245.23+380501.4,
ZTF20abszzlp,WISEA J154908.48+680233.2,
ZTF20abqwmdp,WISEA J155514.61+664617.5,
ZTF20abyekmk,SDSS J170149.22+140924.7,0.109
ZTF20abuuhaz,SDSS J161317.76+261852.7,0.141
ZTF20abvuqpb,SDSS J162902.73+363311.8,0.111
ZTF20abrjyie,SDSS J154828.52+184614.6,0.208
ZTF20abwafob,WISEA J160534.95+243440.5,0.088051
ZTF20abxgiyi,SDSS J163400.88+270249.3,0.213
ZTF20abyevll,WISEA J221705.91-263845.0,0.060065
