oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24aamqjma,SDSS J155136.51+244753.1,237.902132221434,24.7980865300029,2.7554306871436345,0.10253903585964141,2.6626343070012246,SDSSDR16,False,0.186718,0.038335,photoz
ZTF24aamqgar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aampehy,SDSS J123558.86+522201.8,188.995242962283,52.3671840589419,1.5099663307335487,0.09306685365089273,1.5975498283422285,SDSSDR16,False,0.263861,0.114151,photoz
ZTF24aampdkv,SDSS J141625.27+173527.9,214.105289228773,17.5910901617229,3.2730493220023598,0.2931423199520182,3.4340982961748967,SDSSDR16,True,0.1248745,2.561897e-05,specz
ZTF24aamnqig,SDSS J114259.27+454444.6,175.746951631779,45.7457402229945,2.096962799246576,0.37914194369958937,1.7264115826039301,SDSSDR16,False,0.136873,0.023371,photoz
ZTF24aamktvx,SDSS J124657.13+515301.3,191.738041576233,51.8836935229984,1.49791590623267,0.2427640118549946,1.7162507048575129,SDSSDR16,False,0.073669,0.026213,photoz
ZTF24aamjubm,WISEA J115314.13+832732.2,178.30595,83.4592,2.8460444994885985,1.452270622588212,1.4024115200047507,NED,False,NULL,NULL,NULL
ZTF24aamjkav,SDSS J112139.43+432754.5,170.414286211258,43.4651624920732,4.830527166910626,0.07371168721188491,4.7682271505039,SDSSDR16,False,0.068198,0.022301,photoz
ZTF24aalougs,2MASX J13102529+0620035,197.60550624999996,6.334343333333333,0.8552339576788616,0.22949536144335458,0.710767182923322,Simbad,True,0.04952,9.999999747378752e-06,C
ZTF18aawglif,SDSS J151003.46+213102.4,227.514431082101,21.5173366830344,1.2569397025145481,2.1538336081245166,2.3687045854611477,SDSSDR16,True,0.07190624,1.512287e-05,specz
