oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF23aazshvj,WISEA J232528.40+400840.3,351.36825,40.14458,2.070915896107749,0.44350642607230073,1.7127171748037138,NED,False,0.106269,NULL,PUN
ZTF23aazsfpa,WISEA J234710.49-163045.3,356.79358,-16.51257,2.821877445513289,0.253626322904671,2.7892020777827544,NED,False,NULL,NULL,NULL
ZTF23aazsdel,2MASX J21365608-0032065,324.23361041666664,-0.5352780555555555,2.099636006668095,0.45160722281335014,2.3440670568125137,Simbad,True,0.05137,9.999999747378752e-06,C
ZTF23aazrtty,SDSS J223030.04+032728.4,337.625151982374,3.45789322386727,1.1539171061821945,0.48822592526935443,1.618157523408611,SDSSDR16,False,0.117189,0.023168,photoz
ZTF23aazrkwz,WISEA J213332.78-120157.6,323.38641,-12.03192,3.4987396722257214,1.0233003524004718,4.219793001174157,NED,False,NULL,NULL,NULL
ZTF23aazrclx,WISEA J224011.57-235205.9,340.04841,-23.86851,1.8101782479220596,1.679551404015567,0.13067136035325871,NED,False,NULL,NULL,NULL
ZTF23aazqzen,SDSS J215857.59-080716.8,329.7399629166666,-8.121336944444446,1.9094553037331923,0.3623225821995763,1.9301105376370917,Simbad,True,0.0959,9.999999747378752e-06,C
ZTF23aazqmwp,SDSS J223111.37+183328.5,337.797368913756,18.55793373034,5.355591560130508,1.1090209235487507,4.3684016523890445,SDSSDR16,False,0.020544,0.007672,photoz
ZTF23aazqmbl,SDSS J212152.98-063033.6,320.47082291666663,-6.509366944444444,7.334344606822861,0.3724190280529278,7.263345500203604,Simbad,True,0.10711,NULL,D
ZTF23aazpvbm,2MASX J20505921+0608141,312.7467779166666,6.137237777777778,4.461931989460922,0.22773863652300802,4.468501260873068,Simbad,False,--,NULL,
ZTF23aazmrvz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
