oid,level_0,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24acaeuup,0,0,WISEA J044344.37-151927.5,70.93492,-15.32431,0.6803460281243436,0.3185097969495515,0.3619997940237127,NED,False,NULL,NULL,NULL
ZTF24acaegth,1,1,SDSS J045545.23-000628.1,73.9384586837156,-0.107811578268566,0.7199908787540713,0.1668800143561252,0.5536692539809046,SDSSDR16,False,0.211824,0.063522,photoz
ZTF24acadcrr,2,2,WISEA J005043.26+502527.9,12.68026,50.42444,1.2453744628437255,0.0620957304890682,1.24255440825964,NED,False,NULL,NULL,NULL
ZTF24abstjwq,3,3,UGC 10844,261.35476666666665,10.278525,44.277043179760575,4.614782146420655,48.84356727038717,Simbad,True,0.022689,3.700000161188655e-05,D
ZTF22aaubgiq,4,4,WISEA J213903.97+125132.6,324.76655,12.85907,1.6543963277390656,0.5524149350550441,1.8630837150830424,NED,False,0.037519,NULL,PUN
