oid,level_0,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF25abppusa,0,0,SDSS J003128.25+304652.9,7.86769648716535,30.7813861474648,1.602283735883545,3.044404387898691,4.446406896616018,SDSSDR16,False,0.092758,0.029648,photoz
ZTF25abppnpb,1,1,LEDA  187886,315.40273499999995,-22.10817833333333,9.557692929756268,0.3498915421686116,9.503657375639175,Simbad,True,0.04156,NULL,D
ZTF25abppbew,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF25abpoprr,3,3,SDSS J171225.51+423455.1,258.10630059462,42.5819916106393,1.0224981222818252,2.660842978959748,1.874643798707445,SDSSDR16,False,0.361128,0.106415,photoz
ZTF25abpopha,4,4,SDSS J164246.51+371456.2,250.693775374238,37.2489706781292,0.4576242493607169,0.1904592959824566,0.2675690152191615,SDSSDR16,False,0.135433,0.048707,photoz
ZTF25abpopdk,5,5,SDSS J162713.00+332819.2,246.804169993661,33.4720138812736,0.9258700634815682,0.0670193299025291,0.928605457501798,SDSSDR16,False,0.149736,0.038059,photoz
