oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aaotvsl,2MASS J17531911+7036401,268.32964,70.61114,4.954664119158342,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aaorkgz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aaovyyx,SDSS J233409.63+012054.3,353.540134158008,1.34843704184,2.079129608602312,SDSSDR16,False,0.163958,0.036108,photoz,0.0,0.4007073815366437,2.373716592949039
ZTF23aaovclq,WISEA J204149.23-042357.7,310.45529,-4.3993,2.1001277600090478,NED,False,NULL,NULL,NULL,1.0,0.4180831643496643,2.478741168681494
ZTF23aaouqoo,WISEA J222729.73+743739.5,336.87421,74.62761,3.740823922938356,NED,False,0.042991,NULL,PUN,2.0,0.8231510702395071,2.924859046401467
ZTF23aaoulng,WISEA J180742.62+572642.3,271.92766,57.44506,3.105457460745864,NED,False,NULL,NULL,NULL,3.0,0.6290938636208065,3.3741971354181866
ZTF23aaothvy,SDSS J150454.62-092500.5,226.227577166579,-9.4168055225572,2.3266869676365425,SDSSDR16,False,0.093876,0.028207,photoz,5.0,0.6057937058339925,2.8729221945492305
ZTF23aaosgrm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.0,NULL,NULL
ZTF23aaorwsb,WISEA J210932.17-210721.6,317.38405,-21.12269,4.400189532278337,NED,False,NULL,NULL,NULL,7.0,0.2914662954921106,4.122094069342585
ZTF23aaoruhp,2MASX J21023858-2301164,315.6607920833333,-23.021208055555554,8.9817007177713,Simbad,True,0.03479,NULL,D,8.0,1.6786891602876792,7.436437715921337
ZTF23aaorsdi,SDSS J214504.30+100227.9,326.267936943246,10.0411051066074,0.5328346726912007,SDSSDR16,False,0.175269,0.118249,photoz,9.0,0.5313341990130432,0.1503715647347897
ZTF23aaorlyv,WISEA J225222.86+094251.1,343.0954,9.71436,2.591204079077144,NED,False,NULL,NULL,NULL,10.0,0.6153522543704372,2.131792237697328
ZTF23aaopfhd,SDSS J164312.39+165514.9,250.801604865385,16.9208075113775,0.1864329957489284,SDSSDR16,False,0.533646,0.088325,photoz,12.0,0.122485223187085,0.1699335881917406
ZTF23aaoorce,SDSS J133853.42+004519.1,204.722592182751,0.755316094228094,17.906253078278887,SDSSDR16,True,0.0395984,7.325242e-06,specz,13.0,0.0543194747711383,17.874800861138358
ZTF23aaooarp,LEDA 1265283,198.37008333333333,4.225413888888889,5.685008388608575,Simbad,True,0.09824,1.9999999494757503e-05,C,14.0,0.6045787987813932,6.218432111787744
ZTF23aaonorp,SDSS J111228.35+124857.3,168.118130388836,12.8159249598615,2.289912448792369,SDSSDR16,False,0.274906,0.047754,photoz,15.0,0.2992073262575399,2.3588909958844417
ZTF23aaomufr,WISEA J020037.18+452823.1,30.15488,45.47308,0.5224935307083597,NED,False,NULL,NULL,NULL,16.0,0.2415919838304435,0.7119762996107871
ZTF23aaokxll,2MASX J16353042+2449452,248.8767833333333,24.829238888888888,2.992240713176011,Simbad,True,0.0553,NULL,D,17.0,0.4527145563406539,2.5672251748176667
ZTF23aaoiyzr,SDSS J160504.89+551159.6,241.270382450405,55.1998964259828,8.471901086853354,SDSSDR16,False,0.037929,0.009293,photoz,18.0,0.6547709468320786,7.983419764116661
ZTF23aaobcij,WISEA J230709.26-121939.1,346.78867,-12.3275,2.6464860633348604,NED,False,0.07372,NULL,PUN,19.0,0.5140637685826063,2.40898550541164
ZTF23aaoaypt,SDSS J224649.12+074449.7,341.704654647833,7.74714193546936,0.4038481320835512,SDSSDR16,False,0.606657,0.132912,photoz,20.0,0.7344790070421642,0.4444609054443711
ZTF23aanxtnx,SDSS J161221.20+573553.6,243.088339797586,57.598229914421,1.3757790575005455,SDSSDR16,False,0.112296,0.047118,photoz,21.0,0.4831758616443239,1.1747699131432674
ZTF23aanuoqh,WISEA J182750.98+254253.0,276.96244,25.71474,0.1126363609453274,NED,False,NULL,NULL,NULL,22.0,0.3171732384224441,0.4215015583006795
