oid,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF24aaofbap,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aaoeqnd,1,SDSS J173442.92+514417.4,263.678813668423,51.7381845287283,1.8281814303555832,0.532466533051296,2.145859778545786,SDSSDR16,False,0.165834,0.036764,photoz
ZTF24aaoeptg,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aaoepek,3,LEDA 2293405,227.485075,47.16133333333333,2.1201395058625967,0.0564679258144179,2.1512431691172145,Simbad,True,0.17016,9.999999747378752e-06,C
ZTF24aaoekje,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aaodzrs,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aaodcjv,6,SDSS J124812.72+021449.0,192.053015890712,2.24694473995502,6.637284210880246,0.1340190608113601,6.712688391062873,SDSSDR16,True,0.1033107,1.94144e-05,specz
ZTF24aaodato,7,SDSS J151914.56+434505.7,229.810683144004,43.7516089569885,2.2861415970798857,0.8487939307096731,2.9841757838147847,SDSSDR16,False,0.192796,0.057784,photoz
ZTF24aaocoef,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aaocnkv,9,2dFGRS TGN247Z036,184.40669541666665,-0.8549116666666666,3.257699551972824,0.4171022338004668,3.594737621797056,Simbad,True,0.1194,1.9999999494757503e-05,C
ZTF24aaocjwt,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF24aaobpwf,11,SDSS J004345.36+271917.6,10.9390099465561,27.3215807253018,1.4343698422074111,0.0266976801560026,1.4599175906040478,SDSSDR16,False,0.086093,0.014113,photoz
ZTF24aaoaoee,12,2MASX J18561658+2333123,284.0692929166666,23.5534025,4.044785463448395,1.650063084066557,5.429394886129062,Simbad,False,--,NULL,NULL
ZTF24aanzjid,13,SDSS J141049.39+175247.3,212.705771413938,17.8798147448452,7.222053756693347,0.5845210463541904,7.804467996442973,SDSSDR16,True,0.05363781,1.166776e-05,specz
ZTF24aanrjlf,14,SDSS J162114.74+371734.9,245.311412377358,37.2930278107895,0.1648208462170511,1.5323558915237858,1.6011287658196096,SDSSDR16,True,0.08269648,6.551811e-06,specz
ZTF24aamzqsv,15,SDSS J092456.65+402358.5,141.236025276043,40.3995932579982,6.82390149489438,0.934449115375547,5.929282458646336,SDSSDR16,True,0.02778658,7.467332e-06,specz
ZTF24aamrkkp,16,SDSS J100446.42+000353.7,151.193409661287,0.0649189800392591,2.1290509649303613,0.1612814674902382,2.2341905750610627,SDSSDR16,False,0.216957,0.051939,photoz
