oid,host_id,z
ZTF19acdxkek,2MASX J00075909-2509055,0.034184
ZTF19acdzutd,SDSS J012952.90-023047.2,0.096
ZTF19aceaott,APMUKS(BJ) B033109.67-112818.2,
ZTF19acecglo,2MASX J08372901-1331597,
ZTF19accloxh,2MASX J09333496-0252194,0.048217
ZTF19acdlcqo,MSPM 04791,0.09133
ZTF19acbwaex,2MASX J10250478+2442309,0.038707
ZTF19acdakho,2MASX J11052155+3243041,0.150288
ZTF19acecjzu,2MASXi J1100467+375153,0.08394
ZTF19acbwccr,2MASS J10580607+4011253,0.03021
ZTF19aceckht,SDSS J111312.74+444642.6,0.074
ZTF19aceckai,2MASX J11165903+4713160,0.060144
ZTF19aceckdq,2MASX J11021685+4420067,0.024604
ZTF19aceckmm,MCG +09-19-087,0.032818
ZTF19acduxpf,2MASS J01435163+2733119,0.22786
ZTF19acdupmj,SDSS J164243.61+284112.2,0.195
ZTF19acduloz,GALEXASC J164355.53+073333.5,
ZTF19acdulhn,GALEXASC J172707.14-002144.2,
