oid,host_id,z
ZTF20aaftsqt,SDSS J123943.17+301204.1,0.135
ZTF20aagjpkg,SDSS J044108.33+000431.6,0.185
ZTF20aagjpmt,WISEA J044835.25-044910.4,0.015444
ZTF20aafkzrc,2MASX J11380340+3655017,0.108758
ZTF20aagkuog,WISEA J110357.01+733141.7,
ZTF20aaglwlj,SDSS J104617.59+625818.1,0.172
ZTF20aaghhlf,WISEA J111330.85+513202.7,0.106156
ZTF20aafsmpz,SDSS J111219.24+561900.3,0.161
ZTF20aaglpho,WISEA J112048.00+481801.4,0.058247
ZTF20aagkwht,WISEA J105259.16+272724.8,0.106237
ZTF20aagkzya,SDSS J092816.73+193300.5,0.154
ZTF20aaglqmj,WISEA J092015.38-042339.7,
ZTF20aaglivt,2MASX J08561934+1159202,0.066483
ZTF20aaglpoe,WISEA J100652.32+392048.9,0.088472
ZTF20aagfqvn,SDSS J100924.33+303510.1,0.901
ZTF20aaglvpw,NGC 2681,0.002308
ZTF20aafchgb,SDSS J123745.70+405249.7,0.107
ZTF20aagmzlq,WISEA J124048.73+390245.9,0.115552
ZTF20aagnbec,WISEA J181544.18+613409.4,
ZTF20aagnbfh,SDSS J173924.18+645522.1,0.078
ZTF20aagnbel,WISEA J180140.70+572016.4,
ZTF20aagnbes,NGC 6479,0.022182
ZTF20aaghrgv,SDSS J133135.11+401749.2,0.338
ZTF20aagnbpw,KUG 1330+386,0.052441
