oid,host_id,z
ZTF21aahfrza,WISEA J183631.11+484538.0,
ZTF21aahfrpi,UGC 10586,0.031302
ZTF21aahfrlz,WISEA J174142.83+740019.9,
ZTF21aahfqag,WISEA J134912.77-274612.2,
ZTF21aahfjcp,WISEA J133153.56-270845.6,
ZTF21aahfpwt,WISEA J135245.07-255959.5,
ZTF21aahfizt,WISEA J134643.58-272630.3,
ZTF21aahfikh,SDSS J125728.17+291200.2,
ZTF21aagywst,WISEA J171656.96+563435.0,
ZTF21aahfgzw,WISEA J144403.81+022030.3,
ZTF21aahevzr,WISEA J141852.06-024526.8,
ZTF21aahevxo,WISEA J141948.42-045136.6,
ZTF21aaheujw,LCRS B140825.9-062823,0.055939
ZTF21aahfhaj,WISEA J131937.31-092820.6,
ZTF21aahetmk,SDSS J125957.75+070041.0,
ZTF21aahfhtc,SDSS J131144.59+345258.3,
ZTF21aahdyre,WISEA J113308.12+263041.5,
ZTF21aahduvm,UGC 05487,0.021686
ZTF21aahdrzj,WISEA J110246.26+441958.6,
ZTF21aahdrum,WISEA J110640.50+534706.4,
ZTF21aahdrri,WISEA J104757.42+531707.6,0.161213
ZTF21aahdpqu,WISEA J114842.09-100935.3,
ZTF21aahdqrg,IC 2856,0.022015
ZTF21aahdshq,WISEA J104923.19+353225.1,
ZTF21aahdgex,WISEA J093531.32+110810.5,0.180254
ZTF21aagmxgp,WISEA J073343.28+304253.7,
ZTF21aagzzfj,WISEA J001219.50+294746.2,
