oid,host_id,z
ZTF20acodpwm,WISEA J115231.92+042240.5,0.07538
ZTF20acqviue,WISEA J095017.09-060148.5,
ZTF20acqvfem,SDSS J105304.93+172233.2,
ZTF20acquvfi,WISEA J081451.43-045554.3,
ZTF20acquffv,SDSS J120507.29+515744.1,0.117
ZTF20acqsxth,WISEA J035129.47+135641.7,
ZTF20acqrpfk,WISEA J021432.20+113116.5,
ZTF20acqrebb,WISEA J020450.51-163031.4,
ZTF20acefmmg,WISEA J004708.30+293650.4,0.138927
ZTF20acqpwhk,WISEA J001516.59+414733.7,
ZTF20acqvltn,SDSS J093855.54+035647.6,0.157
ZTF20acmwbne,WISEA J091925.03+461213.1,1.305
ZTF20acqpzbo,SDSS J015726.78+085459.7,0.088
ZTF20acqtaiq,SDSS J040054.27-120046.0,0.088
ZTF20acqnfut,WISEA J081707.98-230040.2,
ZTF20acqnfzn,WISEA J082104.49-223051.3,
ZTF20acqoxcc,WISEA J235318.06+735207.2,
ZTF18acwxwew,WISEA J100704.97-143003.4,
ZTF20acqvfjt,SDSS J120204.68+140705.2,0.169
ZTF20acnvorm,UGC 06359,0.025007
ZTF20acquzji,SDSS J090416.57+514153.4,0.338
ZTF20acqpjrz,WISEA J220505.62-115624.9,
ZTF20acqvgby,SDSS J112804.96+482344.0,0.212
ZTF20acptcic,SDSS J032322.85-145549.9,0.116
ZTF20acqvftw,SDSS J110855.85+380706.8,0.579
ZTF20acqveev,SDSS J103336.64+015745.7,0.110
ZTF20acqvqsa,SDSS J114844.74+343306.0,0.072
ZTF20acqumwl,SDSS J083323.95+224645.8,0.130
ZTF20acqvhxp,SDSS J100000.48+051523.2,0.161
ZTF20acqvgau,WISEA J122248.79+391038.5,0.565688
ZTF20acqqhws,SDSS J005331.11+300434.0,0.161
ZTF20acquzlx,SDSS J085855.59+483045.0,0.135
ZTF20acquetr,CGCG 213-021,0.030791
ZTF20acqoiyt,SDSS J222217.13-071558.9,0.061
ZTF20acqvflq,WISEA J120317.85+192056.5,0.157401
ZTF20acqvuwu,WISEA J105751.07+055447.0,0.054371
ZTF20acqqevr,SDSS J030533.03+375146.0,0.023
ZTF20acqokll,WISEA J221508.89-121405.3,
ZTF20acplgzy,SDSS J011653.36+465437.8,0.069
ZTF20acqcptp,WISEA J033940.71-154053.5,
ZTF20acqrdix,WISEA J025929.32-273657.8,
ZTF20acpptjl,WISEA J233012.06-274900.2,
ZTF20acqcxmx,WISEA J013626.37+370254.3,
ZTF20acqvfyp,2MASX J12405503+4943574,0.083171
ZTF20acqrplh,WISEA J014823.99+631553.1,
ZTF20acneaiy,WISEA J121325.17+184647.6,0.063838
ZTF20acpzaoa,MSPM 00900,0.0295
ZTF20acpmcbo,SDSS J032856.27+462330.6,0.201
