oid,host_id,z
ZTF20abasmhf,WISEA J232838.59+551829.5,
ZTF20abasevv,SDSS J212912.32+025726.1,0.361
ZTF20aazltbl,SDSS J211804.45+084649.5,0.084
ZTF20aazltdl,SDSS J220403.41+221128.8,0.220
ZTF20abasanj,SDSS J220908.47+175210.2,0.448
ZTF20abasalt,SDSS J222233.83+224648.5,0.124
ZTF20abaqkji,SDSS J161601.47+332920.4,0.153
ZTF20abaqjvy,WISEA J161238.32+293654.3,0.144
ZTF20abaqbak,WISEA J165422.00+013426.4,
ZTF20abapvkp,WISEA J160334.73-235640.3,
ZTF20abaovyz,WISEA J184316.29+714032.6,
ZTF20abaqcke,SDSS J172126.67+225450.6,0.179
ZTF20abaolak,SDSS J164839.05+132535.8,0.086
ZTF20abaoovi,WISEA J170413.74-202346.7,
ZTF20abaoiug,WISEA J163610.94-255718.3,
ZTF20abanlun,SDSS J154300.05+173528.8,0.288
ZTF20abanlni,WISEA J154007.23-232951.5,
ZTF20abamegh,WISEA J134557.32-152713.0,
ZTF20abamjub,GALEXASC J133957.34-225042.9,
ZTF20abakrri,SDSS J141240.60-172646.8,0.090
ZTF20abaknoz,WISEA J143523.07-133913.8,
ZTF20abaksbe,WISEA J142737.48-193707.6,
ZTF20abakiun,WISEA J173653.76+833004.5,
ZTF20abajzrl,SDSS J124344.96-180345.0,0.141
ZTF20abajxnm,WISEA J132243.31-143358.1,
ZTF20abajphw,SDSS J112217.50-105206.4,0.102
ZTF20abajoxr,SDSS J112629.23-105522.1,0.108
ZTF20abajmen,WISEA J071600.25+684440.3,
ZTF20abajjhj,WISEA J093750.28+152142.2,0.119006
ZTF20abaivyw,SDSS J100258.30+041809.2,0.183
ZTF20abaslyx,MCG -03-50-003,0.020016
ZTF20abasflp,SDSS J213155.35+061245.7,0.233
ZTF20abaseph,2MASX J20512652-0010316,0.105507
ZTF20abaskec,WISEA J212048.85-013628.8,0.070223
ZTF20abascyf,WISEA J210928.14-000606.5,0.073482
ZTF20abascri,WISEA J211635.81+000658.0,0.160918
ZTF20abascfx,SDSS J213049.13+025808.8,0.134
ZTF20abasbqq,SDSS J214238.17+034841.4,0.096
ZTF20abasbmn,SDSS J215254.25+163721.4,0.073
ZTF20aazwnti,2MASX J21573457+1638369,0.025678
ZTF20aazwnuv,SDSS J220806.31+184443.5,0.127
ZTF20abarydb,WISEA J224459.38+304602.4,0.082526
ZTF20abaqucp,WISEA J162750.41+674037.3,
ZTF20abapyxl,WISEA J173233.56+154410.2,
ZTF20abapvvq,WISEA J161342.47-205710.4,
ZTF20abapuwn,WISEA J161153.95-215318.0,
ZTF20abapiwn,SDSS J202650.65-010521.0,0.042
ZTF20abailnf,WISEA J085955.34+732201.8,
ZTF20aazqtuy,SDSS J080353.89+660745.4,0.072
ZTF20abajsji,IC 0645,0.025
ZTF20abahudm,WISEA J061701.53+752848.0,
ZTF20abamkug,WISEA J130816.06-212621.2,
ZTF20abahukh,WISEA J075527.59+590418.4,
ZTF20abaiwih,SDSS J101803.01+031713.2,
ZTF20abahpah,SDSS J110635.80-155119.7,0.067
ZTF19abrljhh,WISEA J192027.17-162915.4,0.08615
ZTF20abasccw,SDSS J215326.05+090250.4,0.263
