oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF22aaiincq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF22aaiiikj,WISEA J202451.06-154959.6,306.21275,-15.83319,3.6292977629612246,NED,True,0.019607,NULL,,
ZTF22aaiiiho,SDSS J181552.02+120216.5,273.966765803503,12.0379241045888,2.381740762275995,SDSSDR16,False,0.063105,0.017935,photoz,
ZTF22aaiidfj,SDSS J162023.89+311425.3,245.099550677062,31.2403852888193,3.561242931790102,SDSSDR16,False,0.107986,0.029288,photoz,
ZTF22aaiiclc,SDSS J170339.16+441837.9,255.913157315044,44.3105390160071,2.6560878657724327,SDSSDR16,False,0.082267,0.016481,photoz,
ZTF22aaiibqo,SDSS J175803.17+564114.8,269.513202395788,56.6874578657974,0.48654665066113245,SDSSDR16,False,0.121152,0.051074,photoz,
ZTF22aaiiaco,WISEA J174812.72+230157.4,267.05296,23.03256,1.595728989383935,NED,NULL,NULL,NULL,NULL,
ZTF22aaihyln,WISEA J172933.60+150111.6,262.39033,15.01978,5.288547424971104,NED,False,0.058907,NULL,PHOT,
ZTF22aaihyat,SDSS J155421.36+223614.4,238.588988021572,22.6040063662818,2.3749206212262863,SDSSDR16,False,0.158342,0.018777,photoz,
ZTF22aaihxzh,WISEA J173834.29+090951.2,264.64289,9.16424,2.2389179891199085,NED,NULL,NULL,NULL,NULL,
ZTF22aaihwxt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF22aaihvdf,SDSS J160705.08+150126.3,241.771146884196,15.0239791171517,0.6915952589982931,SDSSDR16,False,0.167202,0.077805,photoz,
ZTF22aaihusi,SDSS J160924.61+092603.4,242.352552028291,9.4343004816777,0.11397590633743998,SDSSDR16,False,0.117792,0.038063,photoz,
ZTF22aaihuod,SDSS J155005.03+183434.7,237.520965071812,18.5763043775262,0.2965406038455705,SDSSDR16,False,0.162519,0.055611,photoz,
ZTF22aaihtwe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF22aaihtvz,WISEA J154902.62+370344.2,237.261,37.0623,1.0805494574814325,NED,True,0.130778,NULL,SPEC,
ZTF22aaihtny,SDSS J151855.07+352414.7,229.729442642,35.4040935341124,1.703318589251967,SDSSDR16,False,0.154156,0.029096,photoz,
ZTF22aaihpiq,SDSS J152333.83+473011.6,230.89097813836,47.5032418939873,0.3273984973953038,SDSSDR16,True,0.0764048,8.066701e-06,specz,0.0
ZTF22aaihogq,WISEA J170150.81+564033.9,255.46162,56.67611,4.623310266164465,NED,NULL,NULL,NULL,NULL,1.0
ZTF22aaihlaf,SDSS J161418.18+445548.5,243.575733894212,44.9301579641721,0.2968372890727703,SDSSDR16,False,0.119908,0.027966,photoz,2.0
ZTF22aaihhdo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.0
ZTF22aaihger,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.0
ZTF22aaihebl,SDSS J175501.25+450520.9,268.755194253572,45.0891614058547,1.7796178929009778,SDSSDR16,False,0.041249,0.012805,photoz,5.0
ZTF22aaigdry,SDSS J163458.38+162339.9,248.743251522949,16.3944351861772,3.1102105420537254,SDSSDR16,False,0.062732,0.030529,photoz,6.0
ZTF22aaidjea,SDSS J135203.23+075611.2,208.013446353971,7.93645281342514,2.215062917556893,SDSSDR16,False,0.671625,0.083674,photoz,7.0
ZTF22aaidgtb,SDSS J142913.06+150024.7,217.304436040056,15.0068712448735,2.9818617009121677,SDSSDR16,False,0.213497,0.048562,photoz,8.0
ZTF22aaidfnc,SDSS J143501.90+080852.9,218.757904032034,8.14804748213378,8.329654684425646,SDSSDR16,True,0.09898101,2.507372e-05,specz,9.0
ZTF22aaideyq,WISEA J145258.93+095939.2,223.2456,9.99417,1.243756232682764,NED,True,0.124445,NULL,SPEC,10.0
ZTF22aaideym,SDSS J143901.94+143638.3,219.75809,14.61066,0.2956300198046805,NED,NULL,NULL,NULL,NULL,11.0
ZTF22aaidexe,WISEA J151026.41+060023.4,227.61054,6.00658,3.9445201906908895,NED,True,0.077198,NULL,SPEC,12.0
ZTF22aaicyxr,WISEA J140135.22-263806.9,210.39676,-26.63526,2.04933634499154,NED,NULL,NULL,NULL,NULL,13.0
ZTF22aaicweu,WISEA J123337.27-002509.1,188.40528,-0.41922,0.3742687571323919,NED,True,0.151589,NULL,SPEC,14.0
ZTF22aaictjl,SDSS J115124.84+532726.0,177.853508653733,53.4572412919044,0.2318498325605521,SDSSDR16,False,NULL,NULL,photoz,15.0
ZTF22aaicqqp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.0
ZTF22aaickdx,SDSS J124209.02+022528.9,190.537571331454,2.4247199945834,0.3954164354353696,SDSSDR16,False,0.199278,0.076715,photoz,17.0
ZTF22aaibkul,SDSS J125925.25+211233.7,194.85519760141,21.2093747222742,0.6428605905451877,SDSSDR16,False,0.113635,0.035487,photoz,18.0
ZTF22aaibjkf,WISEA J112838.37+702016.4,172.15985,70.33796,0.3033007507004499,NED,NULL,NULL,NULL,NULL,19.0
ZTF22aaibivg,WISEA J102819.45+665226.9,157.08108,66.87417,2.379698538295428,NED,NULL,NULL,NULL,NULL,20.0
ZTF22aaibhxn,SDSS J083323.89+420829.1,128.349548449109,42.1414168030608,0.8555330237369191,SDSSDR16,False,0.158329,0.058833,photoz,21.0
ZTF22aaibhmy,SDSS J090931.62+243729.2,137.381768909153,24.6247941194984,1.1017682963648376,SDSSDR16,False,0.19974,0.042192,photoz,22.0
ZTF22aaibbwf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.0
