oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21abfxzzo,SDSS J020331.39+301449.0,30.8807810863583,30.2469669117523,1.6134960275534127,SDSSDR16,False,0.101623,0.020236,photoz,
ZTF21abfxwei,SDSS J231412.29+014702.5,348.5512166666667,1.7840333333333331,0.4654955808583492,Simbad,False,0.76,NULL,D,
ZTF21abfxvmu,SDSS J231705.81+091127.3,349.274197571175,9.19094143821656,0.056460945966147244,SDSSDR16,False,0.259904,0.071239,photoz,
ZTF21abfxvgz,SDSS J230433.71+091805.6,346.14045091535303,9.301569118864439,1.7484869344004081,SDSSDR16,False,0.14161500000000002,0.016099000000000002,photoz,
ZTF21abfxrpc,SDSS J211434.17+032322.3,318.642355273752,3.3895484280785095,0.4136304315273198,SDSSDR16,False,0.117625,0.017447,photoz,
ZTF21abfxrgk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfxqxc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfxpza,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfxnlv,LEDA 1047464,325.4938599999999,-5.2331900000000005,2.5504089004721204,Simbad,NULL,NULL,NULL,NULL,
ZTF21abfxlys,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfxlvo,2MASX J22281228-1722119,337.0511129166666,-17.370036666666667,6.701444592063145,Simbad,False,0.06918,NULL,D,
ZTF21abfxkbr,2MASX J22532945-0828511,343.37272499999995,-8.480738888888888,4.092565567734682,Simbad,True,0.07546,9.999999747378752e-06,C,
ZTF21abfxjts,SDSS J230523.27-025653.1,346.34697510164904,-2.94809960777011,1.4592388344583338,SDSSDR16,False,0.084904,0.024974,photoz,
ZTF21abfxjld,2MASX J23281921+0737253,352.08007916666656,7.623713888888889,7.6217410390421225,Simbad,False,0.0117,NULL,D,
ZTF21abfxjkq,MCG-01-58-018,346.22772083333325,-6.5395666666666665,15.412656283060976,Simbad,True,0.019674,0.0006169999833218753,D,
ZTF21abfxjik,SDSS J230945.03-073432.8,347.43763271649203,-7.57578850324441,6.778814749773418,SDSSDR16,False,0.072088,0.023997,photoz,
ZTF21abfxjdh,SDSS J231942.43+054936.8,349.92677520940003,5.82690666137432,0.3207343449390439,SDSSDR16,False,0.16980599999999998,0.030227999999999998,photoz,
ZTF21abfxizo,SDSS J232048.61-032017.1,350.20252383081197,-3.33810832983783,0.1621431140632896,SDSSDR16,False,0.557381,0.113005,photoz,
ZTF21abfxhxm,SDSS J235006.96+173057.1,357.529016911782,17.5158661727508,0.6932717671465531,SDSSDR16,False,0.552553,0.082842,photoz,
ZTF21abfxhnt,SDSS J234152.74+192340.0,355.46976403666,19.3944592201251,0.3509949709503741,SDSSDR16,False,0.532339,0.164161,photoz,
ZTF21abfxfqu,2MASX J23315023+2532400,352.95936874999995,25.54443277777778,6.6367170477503645,Simbad,False,0.06861,NULL,D,
ZTF21abfxfqs,SDSS J225859.23+193138.6,344.74677986911,19.527389690539103,0.6853937740028916,SDSSDR16,False,0.174474,0.080854,photoz,
ZTF21abfwyml,SDSS J211035.04+050856.3,317.645995280952,5.14899595910078,0.357209599272447,SDSSDR16,False,0.176454,0.102873,photoz,
ZTF21abfwlcr,LEDA   56161,237.8820833333333,77.92833333333334,2.6585114889793924,Simbad,NULL,NULL,NULL,NULL,
ZTF21abfwdks,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfvyvb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfvuug,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfvtfp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfvsgy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abfvjtl,SDSS J183207.46+645059.1,278.031090894917,64.8497702934303,1.1355716474537014,SDSSDR16,False,0.178095,0.035278,photoz,
ZTF21abfuynz,SDSS J123122.26+492827.5,187.84274130611198,49.4743111201752,0.33684986583575377,SDSSDR16,True,0.1446502,3.103702e-05,specz,
ZTF21abfurkk,SDSS J115539.93+570911.4,178.91637594359798,57.1531782164489,0.6477544264440956,SDSSDR16,False,0.112322,0.018716999999999998,photoz,
ZTF21abfugtx,2MFGC 14267,273.45062499999995,57.068583333333336,4.227150899512927,Simbad,False,0.05905,NULL,D,
ZTF21abftntt,SDSS J151807.30+315728.6,229.53042499999998,31.95797222222222,2.8788979717470613,Simbad,True,0.10584,9.999999747378752e-06,C,
ZTF21abftnda,SDSS J144004.23+302528.8,220.017642918686,30.4246697265146,3.1659896601433855,SDSSDR16,True,0.18388429999999997,3.430095999999999e-05,specz,
ZTF21abfsunk,SDSS J125935.93+333726.6,194.899702377098,33.6240604432934,6.8819542955639985,SDSSDR16,False,0.165497,0.035269999999999996,photoz,
ZTF21abfsoxx,LEDA 1471459,174.95926666666665,14.957527777777777,0.7762485199505861,Simbad,True,0.10119,9.999999747378752e-06,C,
ZTF21abfsoqd,SDSS J113729.17+031615.3,174.371535652001,3.2709397298269702,1.184682273323287,SDSSDR16,False,0.164965,0.030205000000000003,photoz,
ZTF21abfsmoe,LARCS a1437r19-975,179.6925375,4.130788888888889,1.0201555827245372,Simbad,False,0.09896,NULL,D,
ZTF21abfrqxm,SDSS J124055.98-163824.9,190.23323171979098,-16.6402622187821,0.935338977696083,SDSSDR16,False,0.154105,0.023916,photoz,
