oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21abqwtvp,SDSS J022426.48-014837.2,36.1103247954014,-1.81034120424798,0.31944372164632223,SDSSDR16,False,0.653714,0.058071,photoz,
ZTF21abqwrye,WISEA J030422.32+090233.6,46.09303,9.04267,0.43258335505465123,NED,NULL,NULL,NULL,NULL,
ZTF21abqwqkl,WISEA J031342.28+160635.9,48.42617,16.10998,0.41826990851427137,NED,NULL,NULL,NULL,NULL,
ZTF21abqwlcr,SDSS J012248.54+090625.0,20.7022501106758,9.10694974617372,2.043584443853023,SDSSDR16,False,0.204609,0.02584,photoz,
ZTF21abqwjfb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abqwiwd,CGCG 385-053,18.91933,1.19797,6.014680559134604,NED,True,0.044133,NULL,SPEC,
ZTF21abqwghj,SDSS J010119.69-083725.4,15.332026886783,-8.62374826924709,0.6720216394086065,SDSSDR16,False,0.187747,0.073996,photoz,
ZTF21abqwgap,WISEA J000118.67-265429.2,0.32792,-26.90814,4.661491869312483,NED,True,0.070386,NULL,,
ZTF21abqwbzz,SDSS J012241.75+164651.4,20.6739548883928,16.7809546934136,0.4837329379655414,SDSSDR16,False,0.07358,0.027685,photoz,
ZTF21abqwaut,SDSS J030423.98+064302.9,46.0999287811661,6.71749843360617,2.685528965355265,SDSSDR16,False,0.091099,0.019288,photoz,
ZTF21abqvzjy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abqvzbi,WISEA J025744.37+063424.7,44.43496,6.57333,12.536427178891353,NED,True,0.024907,NULL,,
ZTF21abqvyya,3XLSS J021318.6-032349,33.327870833333336,-3.3969027777777776,0.4862580805027382,Simbad,False,0.373,NULL,D,
ZTF21abqvyeq,SDSS J011248.35+064340.1,18.2014613392574,6.72782062356863,2.866541712470056,SDSSDR16,False,0.076914,0.020349,photoz,
ZTF21abqvxyx,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
ZTF21abqvxsw,SDSS J011805.49+065440.1,19.5228756437133,6.91114821624504,1.7190170958361926,SDSSDR16,False,0.14605,0.040919,photoz,
ZTF21abqvxni,SDSS J015152.41+011049.1,27.9684,1.18032,0.3819407933041212,NED,NULL,NULL,NULL,NULL,
ZTF21abqvxfb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0
ZTF21abqvnso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
ZTF21abquzym,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0
ZTF21abqtckk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.0
ZTF21abqsvdl,WISEA J184632.93+435603.6,281.63724,43.93435,0.5528758560345779,NED,NULL,NULL,NULL,NULL,4.0
ZTF21abqsavv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0
ZTF21abqrzjq,WISEA J161755.77+390504.7,244.48253,39.08471,2.668794800515525,NED,NULL,NULL,NULL,NULL,6.0
ZTF21abqrupe,WISEA J181432.37+395219.3,273.63492,39.87203,0.4867083268640777,NED,NULL,NULL,NULL,NULL,7.0
ZTF21abqrtsf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.0
ZTF21abqrshm,WISEA J183329.11+340527.9,278.37129,34.09108,4.014116405632779,NED,False,0.096261,NULL,PHOT,9.0
ZTF21abqrpdb,WISEA J174102.31+335646.8,265.25966,33.94635,2.154441215504632,NED,NULL,NULL,NULL,NULL,10.0
ZTF21abqljmq,WISEA J173647.60+410227.6,264.19842,41.04098,1.8627365772186988,NED,NULL,NULL,NULL,NULL,11.0
ZTF21abqlhkt,SDSS J144947.44+503150.8,222.447655173232,50.530797245436,0.3011829384309319,SDSSDR16,False,0.159065,0.040007,photoz,12.0
ZTF21abqkwqs,WISEA J151402.96+453110.5,228.51223,45.51958,1.168874532872793,NED,NULL,NULL,NULL,NULL,13.0
ZTF21abqjluo,WISEA J023422.05-132303.8,38.59189,-13.38437,0.0663872616103412,NED,NULL,NULL,NULL,NULL,14.0
ZTF21abqjjdg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0
ZTF21abqftqr,CGCG 200-019,275.51719,36.6207,11.149523286487716,NED,True,0.02824,NULL,NULL,16.0
ZTF21abqfomi,WISEA J175606.78+261955.3,269.02821,26.33253,3.1787361476164926,NED,NULL,NULL,NULL,NULL,17.0
ZTF21abpyalf,SDSS J005616.91+221554.3,14.0704377137956,22.2650965752947,1.3569189088765117,SDSSDR16,False,0.11973,0.020371,photoz,18.0
ZTF21abpxrws,WISEA J014044.84-092730.5,25.18689,-9.45851,1.939112220599976,NED,True,0.093522,NULL,SPEC,19.0
ZTF21abmyeju,M31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.0
ZTF21abcwryj,WISEA J162755.24+470453.1,246.98013,47.0814,0.3979721883153328,NED,True,0.271953,NULL,SPEC,21.0
ZTF21aapwwfi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.0
ZTF20acndrmb,WISEA J023337.41-000634.5,38.4059,-0.10961,0.2294166697416415,NED,True,0.843402,NULL,SPEC,23.0
