oid,host_id,z
ZTF20abtkjfw,UGC 02945,0.017445
ZTF20abtiikx,WISEA J020310.48+365337.2,
ZTF20abthxfr,SDSS J025120.54+450459.1,0.074
ZTF20abtctgr,WISEA J230109.61+232903.7,0.039761
ZTF20absgrwf,SDSS J011232.60+191424.4,0.115
ZTF20abtfnpl,SDSS J210741.85+082203.8,0.040
ZTF20abthibj,SDSS J000926.49+125803.0,0.099
ZTF20abrmcur,WISEA J182646.34+605711.0,
ZTF20abshyoa,WISEA J011617.76+112118.6,0.209206
ZTF20abstcjg,SDSS J233354.66+121719.6,0.143
ZTF20abstmwq,WISEA J232803.96-173039.4,
ZTF20absvoli,SDSS J020157.36+084719.5,0.138
ZTF20abstnhf,WISEA J232737.66-184226.4,
ZTF20abrnvnn,WISEA J022924.66-045848.7,0.266246
