oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aadjniz,MCG +09-27-071,251.23267,51.25847,9.814358876386192,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aadgage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aadaxfn,SDSS J111132.64+554032.5,167.88602,55.6757,55.67889847648686,NED,True,0.002316,NULL,SPEC,NULL,NULL,NULL
ZTF23aadjume,SDSS J161143.38+183051.8,242.930747797842,18.5143891997025,1.1782005693813695,SDSSDR16,False,0.183221,0.045577,photoz,0.0,0.3116851839677145,1.390482434406404
ZTF23aadjrck,SDSS J163137.26+221908.7,247.905259045929,22.3190892871962,5.63675559596629,SDSSDR16,True,0.01443217,1.148613e-05,specz,1.0,0.6078328950864385,5.032985541822991
ZTF23aadjrba,WISEA J153512.46-184519.0,233.80194,-18.7554,0.0214975812859569,NED,False,NULL,NULL,NULL,2.0,0.0353677892620669,0.0528817683841982
ZTF23aadjqgn,WISEA J154229.32-143540.2,235.62206,-14.59459,0.4140767640386015,NED,False,NULL,NULL,NULL,3.0,0.2823000431334032,0.1507558396862041
ZTF23aadjpub,SDSS J160640.86+465602.9,241.670239491087,46.9341550816234,1.9177084823246284,SDSSDR16,False,0.100824,0.052762,photoz,4.0,0.0570511442913956,1.861074885497644
ZTF23aadjoiv,WISEA J155337.20-192344.3,238.405,-19.39567,14.857446691328471,NED,True,0.037966,NULL,NULL,5.0,0.4057345550432397,14.57324069661794
ZTF23aadjoew,NGC 5915,230.38783,-13.09175,9.3520715711993,NED,True,0.00758,NULL,NULL,6.0,0.4599730622406805,8.899939474258874
ZTF23aadjnls,SDSS J174030.55+483006.9,265.127271252468,48.5019208979629,1.6661035227746686,SDSSDR16,False,0.083169,0.029856,photoz,7.0,0.7984706609459951,2.360295449663437
