oid,host_id,z
ZTF20aaiihfp,WISEA J011209.99+363223.0,
ZTF20aailneq,WISEA J070136.55+474653.2,
ZTF20aaimrwu,WISEA J075146.58+163022.5,0.053621
ZTF20aaioffc,SDSS J104816.06+482542.3,0.051
ZTF20aaipsxv,SDSS J105409.94+233259.4,0.471
ZTF20aaiqlhh,WISEA J103030.69+222105.8,0.208624
ZTF20aaiqqfx,SDSS J091333.94+091010.5,0.155
ZTF20aairfvj,WISEA J090119.53+380342.5,0.042748
ZTF20aairixc,SDSS J100725.34+340026.6,0.152
ZTF20aaistss,WISEA J135002.27+735701.1,
ZTF20aaitcxf,NGC 3629,0.00503
ZTF20aaitlca,WISEA J103253.82+503105.4,0.158674
ZTF20aaiacec,WISEA J112523.61+095901.8,0.065156
ZTF20aaiqiti,KUG 1209+330,0.025149
