oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF23aapgjtm,WISEA J232424.09-142533.1,351.10042,-14.42571,0.9965816810543578,1.0079003505574646,0.07786539451730214,NED,False,NULL,NULL,NULL
ZTF23aapgdnm,SDSS J235102.60+182243.5,357.760816420279,18.3787700287186,0.6425872142008483,0.6575003589139434,0.3722930523967315,SDSSDR16,False,0.568907,0.183054,photoz
ZTF23aapfyou,SDSS J231439.13-092619.9,348.663045702674,-9.4388630364706,4.073877152794602,0.4315420361637923,4.040231043158291,SDSSDR16,True,0.03244344,8.414509e-06,specz
ZTF23aapeqdh,SDSS J163247.42+322002.8,248.197577328008,32.3341131729552,3.009172188149604,0.4197859318643513,3.166274714975114,SDSSDR16,False,0.296911,0.054789,photoz
ZTF23aapeemz,SDSS J110610.25+433053.2,166.542713127147,43.5147894799585,6.768009063286561,0.5662124707417899,7.288026740445001,SDSSDR16,True,0.1245715,2.548469e-05,specz
ZTF23aapcllu,SDSS J220521.87-015135.3,331.341144715957,-1.85980660796403,1.400180369940965,0.4709491184316726,1.4237025952950677,SDSSDR16,False,0.06326,0.026856,photoz
ZTF23aaovxyr,SDSS J232343.32-070628.6,350.930514345395,-7.1079583151711,0.13711157349229522,0.03840137819223885,0.1625620473885752,SDSSDR16,False,0.065789,0.014957,photoz
ZTF23aaouqsd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aaotzad,WISEA J182207.47+370731.7,275.53115,37.1255,1.8662055088855094,2.0037683143321545,1.6792160024450768,NED,False,NULL,NULL,NULL
ZTF23aaocsti,SDSS J153547.68+243414.5,233.9486783333333,24.57071611111111,0.7015623346948145,0.31427333900639104,0.8403848361381219,Simbad,True,0.12268,1.9999999494757503e-05,C
