oid,host_id,z
ZTF20aapqdnm,ESO 554- G 023,0.030184
ZTF20aapqfhq,WISEA J044448.16-215021.0,
ZTF20aapjiwl,WISEA J093157.88+331241.0,0.042335
ZTF20aapyxhm,WISEA J081551.89+543031.5,0.189393
ZTF20aapyzpr,NGC 3629,0.00503
ZTF20aapycrh,SDSS J105658.84+430436.2,0.188
ZTF20aapzryc,WISEA J110221.79-270834.9,
ZTF20aaqagdj,WISEA J125428.54+620000.1,0.119241
ZTF20aaqaeqs,SDSS J121605.39+462201.2,0.331
ZTF20aaqaomr,SDSS J124959.90+262236.2,
ZTF18aailiil,WISEA J131849.21+435619.4,0.028388
ZTF20aaqbuqa,WISEA J133117.15-131857.7,0.037383
ZTF20aaqbach,LSBC F574-03,0.022606
ZTF20aaqctut,WISEA J133221.47-203126.7,0.017749
