oid,host_id,z
ZTF18aawiiyv,SDSS J170423.04+713705.2,0.138
ZTF18aavkrsj,WISEA J161653.72+311839.0,0.06732
ZTF20aclvvws,SDSS J173729.18+230226.5,0.020
ZTF20acmwxry,WISEA J172002.59+041252.1,
ZTF20acmzihz,GALEXASC J231414.35-191533.3,
ZTF20acndqhk,WISEA J041451.94+234159.7,
ZTF20acndqhu,WISEA J041533.73+235815.5,
ZTF20acmxkwd,SDSS J170254.06+362557.9,0.184
ZTF20acmyurf,WISEA J203802.14+254048.2,
ZTF20acmxgdv,WISEA J183332.54+534840.0,
ZTF20acmzpfe,WISEA J204640.57+192621.2,
ZTF20acmpjqv,SDSS J031825.45+035523.8,0.170
ZTF20ackahio,WISEA J222144.35+124520.8,0.125492
