oid,host_id,z
ZTF20abjzfrx,WISEA J152456.91-173839.1,
ZTF20abkdhgb,WISEA J021436.00+752817.4,
ZTF20abjzgbu,WISEA J154904.39-133424.9,
ZTF20abjysbh,SDSS J120823.71+360627.5,0.080
ZTF20abkalgb,WISEA J162317.77-020943.3,
ZTF20abjyryn,2MASX J13003351+2730146,0.01861
ZTF20abkdhwc,KUG 2357+257,0.034721
ZTF20abkcril,WISEA J213210.10+134911.5,
ZTF20abkcpzw,WISEA J200101.51-212445.5,
ZTF20abkahyb,2MASS J15252181-0644053,
ZTF20abjzhyv,AT 2017ewg,
ZTF20abjzjip,WISEA J142958.93+182818.6,0.052871
ZTF20abjyrti,SDSS J121744.44+290713.6,0.093
