oid,host_id,z
ZTF20acvkwkt,SDSS J142943.73+303717.4,0.463
ZTF20acvkqxy,2MASX J09285398+4053204,0.063327
ZTF20acvkxah,WISEA J115103.32+571239.1,0.120665
ZTF20acvjzbc,WISEA J050437.90+021351.5,
ZTF20acvjvkr,WISEA J035443.59+324101.3,
ZTF20acvjlev,WISEA J080420.04+561806.8,0.028034
ZTF20acviwgj,ESO 557- G 002,0.021298
ZTF20acviwcr,MCG -02-16-006,0.035875
ZTF20acvhxbb,WISEA J052246.89+061350.0,
ZTF20acvhazo,SDSS J024758.29+782907.8,0.101
ZTF20acvhbgv,SDSS J033923.08+391644.6,0.069
ZTF20acuwzwp,SDSS J212006.85+040214.5,0.127
ZTF20acvftyp,WISEA J005437.86-223112.9,
ZTF20acvfsrx,SDSS J212634.89+281448.3,0.090
ZTF20acvlifo,WISEA J134919.23-101708.3,
ZTF20acvklwa,WISEA J115343.81+230105.3,0.077022
ZTF20acveunb,WISEA J100820.47-203325.4,
ZTF20acvezdt,CGCG 072-011 NED01,0.028917
ZTF20acvliyu,SDSS J140412.02+052609.0,0.074
ZTF20acvlhbz,SDSS J141124.23+120607.8,0.106
ZTF20acvhovu,WISEA J045202.29+330331.7,
ZTF20acvfvyu,WISEA J234719.27+181825.7,0.174433
ZTF20acuxfhx,SDSS J222620.94+244937.6,0.146
ZTF20acvliqc,SDSS J143923.00+054818.9,0.048
ZTF20acuwwcx,WISEA J221107.35-135744.8,
ZTF20acvidxk,WISEA J041707.33+100313.2,
ZTF20acuxihb,SDSS J235957.76+045404.0,0.024
ZTF20acvfxsi,WISEA J221033.72-073344.3,0.07486
ZTF20acuxlul,WISEA J015557.60+805140.1,
ZTF20acuwvtl,WISEA J221139.97-175032.9,
ZTF20acvkjrm,WISEA J123604.86+513001.4,0.090698
ZTF20acuxamd,SDSS J211635.49+031751.8,0.241
ZTF20acusmhd,WISEA J124823.79-012239.4,0.083552
ZTF20acusjkq,SDSS J130440.47+524955.4,0.173
ZTF20acvjagm,SDSS J075934.54+151759.6,0.116
ZTF20acvjkyb,WISEA J074317.67+551009.2,0.034677
ZTF20acureca,WISEA J045655.48+735427.1,
ZTF20acvhsmr,WISEA J035607.57-263954.5,
ZTF20acuxfhw,SDSS J215450.64+234532.9,0.186
ZTF20acvezvs,SDSS J132917.25+194015.7,0.283
ZTF20acvlhdc,SDSS J150127.95+221009.2,0.168
ZTF20acvkwfi,WISEA J133447.00+342159.7,
ZTF20acvgiee,SDSS J001805.31-014549.7,0.097
