oid,host_id,z
ZTF20acupbes,WISEA J131558.27-203924.3,0.05278
ZTF20actodnr,WISEA J130447.32-130204.2,
ZTF20acukxat,WISEA J130520.23-103630.7,0.042546
ZTF20acuozua,2MASX J14500193+1059541,0.054572
ZTF20acukwll,WISEA J145957.83+204431.6,0.072523
ZTF20acudtlb,SDSS J140851.26+135102.3,0.092
ZTF20actocyw,NGC 5331 NED02,0.033056
ZTF20actocxe,WISEA J131901.13-044404.7,
ZTF20acupdsm,WISEA J130303.31-011614.0,0.117334
ZTF20acuoxrx,CGCG 161-110,0.034407
ZTF20abrjvnj,SDSS J143347.90+633403.4,0.032
ZTF20acrcesk,2MASX J13465459+2147005,0.053169
ZTF20acrcewc,CGCG 044-044 NED02,0.023872
ZTF20acqntkr,WISEA J125329.34-052547.1,0.015661
ZTF20acuosjp,WISEA J115314.32-014251.0,0.0826
ZTF20acumpvv,SDSS J004325.43+210953.0,0.064
ZTF20aculruc,SDSS J235414.44-044819.3,0.071
ZTF20acullqz,WISEA J214559.19+615757.6,
ZTF20acullbb,FGC 2261,0.023063
ZTF20acuhren,ESO 563- G 017,0.011521
ZTF20acufbnv,SDSS J001038.67+332906.2,0.600
ZTF20aculzda,SDSS J002212.32+000703.1,0.071
ZTF20aculjrg,SDSS J231333.60-033158.7,0.133
ZTF20acuoxdl,SDSS J135343.89+334749.0,0.581
ZTF20acrrzzj,SDSS J141904.02+294403.0,0.108
ZTF20acuobqz,SDSS J123445.16+662956.8,0.123
ZTF20acuoatt,WISEA J085816.64-054855.9,
ZTF20acuorch,WISEA J083424.83-100816.7,
ZTF20acuovfk,UGC 08179,0.051772
ZTF20acuosiq,WISEA J114030.58+012300.6,0.076443
ZTF20acumekm,WISEA J023841.24-265916.2,
ZTF20acungfd,WISEA J014215.91+411246.5,
ZTF20actpebt,WISEA J014511.23+330356.5,0.124948
ZTF20actdeqw,WISEA J014746.49-214540.3,
