oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF23aatekmu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aavffkq,WISEA J052337.33+191426.2,80.90558,19.24061,2.387904294919132,NED,False,0.032556,NULL,SUN,0.0,0.6739444467010768,3.0610359673199445
ZTF23aavenbh,SDSS J015233.09+334344.2,28.1378546328986,33.7289524806929,1.8255772402139967,SDSSDR16,False,0.340448,0.103391,photoz,1.0,0.662803224041321,2.2377520197750798
ZTF23aavembb,SDSS J025837.55+452405.0,44.6564412400738,45.4013980791471,1.2535992936182914,SDSSDR16,False,0.041991,0.057989,photoz,2.0,0.959482177637571,0.6589064650468496
ZTF23aavecfo,SDSS J024951.10+020545.0,42.4629160442493,2.09584096166724,10.311364745772169,SDSSDR16,False,0.026974,0.008405,photoz,3.0,0.949013667577308,10.42716787961993
ZTF23aavdvya,SDSS J020855.73-110420.0,32.2322185717299,-11.0722303232713,12.91377009187613,SDSSDR16,False,0.050186,0.016701,photoz,4.0,0.9949847436516616,13.6190236880642
ZTF23aavdpba,WISEA J023713.24+123130.4,39.30522,12.52516,0.4626415677561175,NED,False,NULL,NULL,NULL,5.0,0.2125124500575762,0.5214987062825843
ZTF23aavdiyz,WISEA J020842.96+441947.6,32.17902,44.32991,0.6628918041712636,NED,False,NULL,NULL,NULL,6.0,0.4521272348577467,1.1038613307531606
ZTF23aavddmj,GALEXASC J015047.53-130915.0,27.69804,-13.15419,0.9699758428705276,NED,False,NULL,NULL,NULL,7.0,0.8226235209648167,1.5533237421767143
ZTF23aavdcyo,2MASX J22363509-2033152,339.14599375,-20.55439388888889,5.940651479395269,Simbad,False,0.051861,NULL,D,8.0,0.3242854895527968,5.672378685047193
ZTF23aavampo,WISEA J184134.56+531355.7,280.39423,53.232,1.1943466325665173,NED,False,NULL,NULL,NULL,9.0,0.2684632666469292,1.449839207063655
ZTF23aauzxfh,SDSS J144650.69+002807.0,221.71120886724,0.468614706553582,1.3254322283677908,SDSSDR16,True,0.055526,5.016723e-06,specz,10.0,0.4133846454856235,1.2299462709546198
ZTF23aautosp,SDSS J015058.67-015039.6,27.7444499114011,-1.84435757719114,0.4192166938912223,SDSSDR16,False,0.261027,0.128706,photoz,11.0,0.5949373422612574,0.1773368129133433
ZTF23aautnzq,SDSS J021358.13-025120.6,33.4922230014336,-2.85573255366225,0.2022897019882579,SDSSDR16,False,0.26183,0.036823,photoz,12.0,0.266968633992895,0.065948608202299
ZTF23aautnht,SDSS J014840.99-033001.7,27.1708031677103,-3.50048312678168,11.752669511912476,SDSSDR16,False,0.108556,0.026204,photoz,13.0,0.6556436043039784,11.179512425518936
ZTF23aatntxn,SDSS J152150.75+244615.1,230.461444302019,24.7708828493999,2.0511716040544767,SDSSDR16,False,0.071161,0.017127,photoz,14.0,0.2182956185782338,1.889725456265748
ZTF23aatnaau,SDSS J023232.48-021515.0,38.1353300108447,-2.25418269219603,0.1836181293432963,SDSSDR16,False,0.563556,0.157014,photoz,15.0,0.2332420518732046,0.1422966614253588
ZTF23aasrfga,WISEA J022547.64+390237.5,36.44854,39.04369,2.546446809636655,NED,False,NULL,NULL,NULL,17.0,0.7783916600979984,3.3165805914875057
ZTF23aasrexx,WISEA J023956.42+372154.3,39.98529,37.36506,1.4898361913012446,NED,False,NULL,NULL,NULL,18.0,0.4008421420327923,1.0953374261371422
