oid,host_id,z
ZTF20abazeye,UGC 11262,0.0187
ZTF20abazekd,WISEA J191334.48+420132.6,0.054434
ZTF20abaytil,WISEA J180426.09+231120.7,0.035588
ZTF20abawvut,WISEA J163703.83+832335.9,
ZTF18aatjoxq,WISEA J152045.09+364842.4,0.103496
ZTF20abawgdl,CGCG 050-050,0.022829
ZTF20abavxpk,UGC 10783,0.030227
ZTF20abakjsb,SDSS J152315.06+482745.5,0.080
ZTF19acljhbb,WISEA J152956.00+271825.3,0.120262
ZTF20abawjem,SDSS J134255.59+262452.9,0.222
ZTF20abajdvf,SDSS J150245.72+583206.0,0.213
ZTF20abawjzo,[KEC2012] 216.971431+33.799496,0.151
ZTF20abauqrt,WISEA J144638.41+220651.8,0.062104
ZTF20abaurlp,SDSS J142612.06+035628.3,0.144
ZTF20abateex,WISEA J123551.25+571942.3,0.138066
ZTF20abatdly,SDSS J121653.22+541000.5,0.097
ZTF20abajtpk,WISEA J110612.57+570126.9,0.110277
ZTF20abaszgh,NGC 3478,0.022239
ZTF20abasxmb,KUG 1057+375,0.024755
ZTF20abaswgg,WISEA J114641.34+325211.6,0.080103
ZTF20abasuuq,SDSS J114309.05+202545.7,0.187
ZTF20abastvg,SDSS J115439.36+200825.0,0.049376
ZTF20abbalda,WISEA J192211.86+700215.5,
