oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index,host_offset_bestguess,bestguess_offset
ZTF22abtetdq,WISEA J010040.32-181256.3,15.16878,-18.21579,2.644704459228491,NED,False,NULL,NULL,NULL,NULL,NULL,NULL
ZTF22abtfczg,WISEA J023957.76+102734.0,39.99042,10.45948,0.7272277059830463,NED,False,NULL,NULL,NULL,0.0,0.7368880933428095,0.0301212340623743
ZTF22abteujl,SDSS J020507.71+111454.8,31.2821072326892,11.2485784598217,7.532737682062807,SDSSDR16,False,0.025002,0.006663,photoz,1.0,0.3445832740893237,7.199006230737357
ZTF22abtekni,SDSS J000050.99-021802.3,0.212467868444008,-2.30063831085826,8.823356020699299,SDSSDR16,False,0.050855,0.011644,photoz,3.0,0.9107946769020628,8.762418614666691
ZTF22abtdzyw,SDSS J235406.53+072910.8,358.527213246144,7.48635443352691,2.256216639367989,SDSSDR16,False,0.0783,0.017915,photoz,4.0,0.2098798327892143,2.4536291698787767
ZTF22abtdzrs,SDSS J000428.65+100923.0,1.11938763164432,10.1563931821015,1.534163617554149,SDSSDR16,False,0.228669,0.052271,photoz,5.0,0.5436352740377631,0.9905286243129348
ZTF22abtdtge,WISEA J191054.42+510324.8,287.72675,51.05689,6.171331792143328,NED,False,0.064241,NULL,PHOT,6.0,0.8728769186347798,5.68210935603527
ZTF22abtdstb,SDSS J234520.06+125635.6,356.333597302798,12.9432347709525,1.3345666292244829,SDSSDR16,False,0.07375,0.015559,photoz,7.0,0.3158528284969086,1.458742348658455
ZTF22abtdlrm,SDSS J213453.45+203620.1,323.722692160601,20.6055990320014,2.34020071907674,SDSSDR16,False,0.0572,0.013561,photoz,8.0,0.170595887117909,2.2240860726985465
ZTF22absygcs,WISEA J231833.24-112539.2,349.63862,-11.42756,4.403942504024549,NED,True,0.062603,NULL,NULL,9.0,1.062254517860988,3.837425610603294
