oid,host_id,z
ZTF17aaaeqnb,CGCG 502-027,0.0602
ZTF19aamrsig,CGCG 420-015,0.02939
ZTF19acglcvf,WISEA J233838.91+142218.3,0.137573
ZTF19acgmkrt,SDSS J014458.54+153240.8,0.051
ZTF19acgpzsb,WISEA J170418.27+385116.4,0.034789
ZTF19acgqros,SDSS J013555.81+220248.5,0.047
ZTF19acgqsov,WISEA J183711.27+744256.6,
ZTF19acgqsqa,SDSS J191042.55+782523.4,0.144
ZTF19acgtldp,WISEA J003717.62-252532.9,0.1097
ZTF19acgtsfx,WISEA J023508.01+350705.9,
ZTF19acgwhuz,SDSS J041413.45+053612.1,0.102
ZTF19acgwgvh,SDSS J030343.01-142100.5,0.084
ZTF19acgwjsk,MCG -02-08-039,0.029894
ZTF19acgzviy,WISEA J045500.20-204352.7,
ZTF19acgzwbm,MCG -03-13-027,0.019894
ZTF19achagst,WISEA J073037.11+451243.8,0.068839
ZTF19achahea,WISEA J081836.71+563423.1,0.045347
ZTF19achahlz,SDSS J101558.94+553350.0,0.168
ZTF19acgzzea,WISEA J051147.21+523214.4,
ZTF19achajpi,WISEA J092801.66+744817.2,
ZTF19achammg,WISEA J060030.87-182030.6,
ZTF19achamsv,WISEA J101001.95+005841.2,0.0668
ZTF19acdlakc,WISEA J095644.19+064814.5,0.124282
