oid,host_id,z
ZTF19adbmcnv,SDSS J012254.14+101259.3,0.089
ZTF19adbmdsa,SDSS J005130.11+245401.8,0.130
ZTF19adbmdnz,SDSS J011024.51+243718.4,0.117
ZTF19adbmdxy,SDSS J002352.64+193817.0,0.091
ZTF19adbmeva,2MASX J00090205+1554338,0.069691
ZTF19adbmftz,SDSS J004558.89+324106.5,0.089
ZTF19adbmgiv,SDSS J233349.50+293914.1,0.172
ZTF19adbmfpi,SDSS J232622.35+344815.6,0.080
ZTF19adbnbeg,UGC  1717,0.035962
ZTF19adbnhdb,WISEA J022929.65+290446.7,
ZTF19adbpxoz,WISEA J024823.48+224811.3,
ZTF19adbnlki,WISEA J025842.43+323424.8,
ZTF19adbnosk,WISEA J021227.27+445633.3,
ZTF19adbnwbt,WISEA J021720.04+554049.5,
ZTF19adbpulv,CGCG 463-047,0.031388
ZTF19adbrfza,WISEA J065713.56+523756.8,
ZTF19adbrggf,WISEA J064339.10+555642.9,
ZTF19adbrjic,SDSS J072246.17+284215.2,0.049
ZTF19adbrkjv,WISEA J070200.41+265059.7,
ZTF19adbslev,WISEA J052451.94+762420.9,
ZTF19acylzrs,WISEA J060322.88+065231.6,
ZTF19adbtfoh,WISEA J060025.60+284542.5,
ZTF19adbvrfx,SDSS J074951.12+293944.0,0.169
ZTF19adbtqwy,WISEA J090206.48+790156.0,
ZTF19adcawri,SDSS J073607.65+183436.0,0.065
ZTF19adcbiqg,WISEA J083931.94+181837.4,0.071807
ZTF19adcbnty,IC 2431 NED02,0.049808
ZTF19adccogc,SDSS J102720.96+375340.2,0.318
ZTF19adccruw,WISEA J105757.28+480851.2,
ZTF19adcdggs,SDSS J085158.49+513909.9,0.298
ZTF19adccckb,WISEA J102448.62+192020.4,0.170559
ZTF19adcbxkw,SDSS J093041.44+212722.0,0.057
ZTF19adcdrng,SDSS J104151.34+033310.5,0.085
ZTF19adcdrho,SDSS J104346.09+041552.6,0.138
ZTF19adcdxiq,SDSS J113639.18+193034.1,0.146
ZTF19aanfmap,WISEA J101514.46+360025.0,0.094065
ZTF19adcdzjm,WISEA J115832.67+303921.9,0.081134
ZTF19adcecwu,NGC 4441,0.00908
ZTF19adcecxf,SDSS J123154.16+630721.3,0.138
ZTF19adcednr,SDSS J112007.88+585339.0,0.379
ZTF19adcfjmv,SDSS J103427.37+504336.3,0.177
ZTF19adccsjp,SDSS J102352.51+590517.4,0.150
ZTF19adcejnq,WISEA J083247.18+502330.1,0.098387
ZTF19adceoey,WISEA J094342.21+355023.9,0.253176
ZTF19adcepgo,WISEA J080806.38+314954.1,
ZTF19adcerlj,WISEA J092242.43+732228.1,
ZTF19adcfeqq,WISEA J094217.15+172225.1,0.067511
ZTF19adcevil,SDSS J100414.51+394031.2,0.050
ZTF19adcfizz,WISEA J102311.69+592234.0,0.516249
ZTF19adcfpyn,WISEA J120803.39+243115.6,0.064424
ZTF19adcfrhc,SDSS J120032.99+212434.4,0.323
ZTF19adcfsad,IC 3280,0.025478
ZTF19adcfssx,WISEA J130057.75+125934.6,0.127615
ZTF19adcgdwa,SDSS J130157.27+111831.5,0.188
ZTF19adcfsqb,SDSS J133724.60+121610.5,0.077
ZTF19adcgemg,2MASX J13092883+1934575,0.068287
ZTF19adcftfd,SDSS J124503.07+272836.4,0.466
ZTF19adcftgt,WISEA J132242.95+154604.2,0.163261
ZTF19adcftgn,SDSS J132310.39+180748.1,0.118
ZTF19adcftlo,WISEA J131334.08+172642.2,0.126472
ZTF19adcftjl,SDSS J134350.92+183107.5,
ZTF19adcftlk,SDSS J135715.76+201649.5,0.428
ZTF19acqxfvp,SDSS J133023.39+252738.5,0.119
ZTF19adcfvhw,SDSS J144512.78+344922.5,0.669
ZTF19adcfvpu,SDSS J143808.93+422033.2,0.328
ZTF19adcfvlg,WISEA J144322.42+403810.0,1.395
ZTF19adcfvyt,SDSS J140556.30+435559.2,0.095
ZTF19adcfwhd,WISEA J140653.73+413902.5,0.096629
ZTF19adcfvvp,SDSS J135436.57+415116.5,0.067
ZTF19adakigh,SDSS J133108.49+414723.2,0.137
ZTF17aacqdhh,2MASX J13015008+4358058,0.08845
ZTF19adcfvzl,SDSS J141533.94+453059.1,0.232
ZTF18aaizerg,WISEA J143847.50+500610.8,0.068396
ZTF19adcfzyu,WISEA J130648.93+485712.8,0.098591
ZTF19adcgaer,2MASX J12284693+4316432,0.074748
ZTF19aakzqbz,WISEA J130139.93+513241.3,0.044697
ZTF19acqxgzo,WISEA J134816.79+245141.5,0.05367
