oid,host_id,z
ZTF21aacmuib,2MASX J20462174+2449391,0.041043
ZTF21aalztyl,GALEXMSC J162037.88+421125.8,
ZTF21aalyvyw,SDSS-C4 3034,0.06242
ZTF21aakjhcb,MSPM 00110,0.04163
ZTF21aalkjbl,GIN 464,0.037372
ZTF21aalnyny,WISEA J143122.13+554550.0,0.041585
ZTF21aalxupy,SDSS J132648.01+495127.4,
ZTF18aajnxcr,[EKL2017] ECO 4874,0.010929
ZTF21aalzolf,2MASXi J1317205+275543,0.037741
ZTF21aalxyzt,SDSS J125449.18+103642.3,
ZTF21aalznks,WISEA J124527.61+110110.1,0.181409
ZTF21aalyakx,WISEA J135428.87-123608.2,
ZTF21aalzazu,WISEA J134345.00-262351.4,
ZTF21aalyzjl,SDSS J170305.32+392215.7,
ZTF21aalyvvb,SDSS J163558.67+381343.6,
ZTF21aalyutg,SDSS J155708.31+294311.3,
ZTF21aalxzhn,SDSS J130747.52+022305.0,
ZTF21aalxwxg,SDSS J133626.36+283827.5,
ZTF21aalxxbf,WISEA J135204.78+292651.7,0.07693
ZTF21aalxulf,SDSS J133344.65+385059.4,
ZTF21aalxuoi,WISEA J132236.93+560843.8,0.067328
ZTF21aalxurs,WISEA J132201.77+544125.6,0.079359
ZTF21aalikvj,VCC 0805,0.026572
ZTF21aalwfhe,WISEA J123620.39+685915.6,
ZTF21aalgqsv,WISEA J101619.78+003907.0,0.079358
ZTF21aalhgqi,SDSS J113456.67+090218.4,
ZTF21aalvcxv,SDSS J123754.56+311906.0,
ZTF21aalvcoy,WISEA J134828.94+714315.0,
ZTF21aaluoym,WISEA J110329.05-143817.8,0.066436
ZTF21aaluqkp,WISEA J110509.29-152103.3,0.025114
ZTF18aajiqef,SDSS J113056.22+231325.1,
ZTF21aaluiam,SDSS J104341.34+482441.9,
ZTF21aaletht,SDSS J090031.47+362739.8,0.089273
ZTF21aalejzr,SDSS J092230.90+282040.7,0.076
ZTF21aalslzf,SDSS J095029.78+210304.3,
ZTF21aalgtgo,WISEA J121315.33+804341.1,
ZTF21aakysyw,WISEA J072112.62+441214.9,
ZTF21aalsqdg,WISEA J061205.93+592539.7,
ZTF21aalfvel,WISEA J071247.73+084038.3,
ZTF21aalrpwf,SDSS J082832.13+511250.2,
ZTF21aalriho,SDSS J090122.08+372341.2,
ZTF21aaldmmf,WISEA J040812.62-244542.7,
ZTF21aalpwjs,SDSS J011757.88+223616.3,
ZTF21aalpwpr,WISEA J001421.34+844018.3,
ZTF21aalpzin,SDSS J020944.22+150153.3,
ZTF21aakvrwp,SDSS J154518.96+314004.4,
ZTF21aalinpe,SDSS J160456.00+630218.3,
ZTF21aalklpt,[VV2010c] J141352.5+314406,0.40831
