oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21acovneu,SDSS J112539.29+741454.8,171.413709478799,74.2485629768419,0.5821732514528728,SDSSDR16,False,0.105916,0.040661,photoz
ZTF21acourni,WISEA J062737.04+433603.1,96.90434,43.60088,2.509873414357525,NED,NULL,NULL,NULL,NULL
ZTF21acouhan,SDSS J042840.78+070115.6,67.1698974183732,7.0210135689583,0.2152929098459651,SDSSDR16,False,0.149799,0.029839,photoz
ZTF21acoucig,WISEA J050538.89+654424.9,76.41177,65.74025,0.38365304359294466,NED,NULL,NULL,NULL,NULL
ZTF21acouakb,SDSS J085856.75+594607.7,134.736454095702,59.7688232885499,0.26035847724506567,SDSSDR16,False,0.105178,0.045295,photoz
ZTF21acotyvm,WISEA J053701.57+262547.7,84.25646,26.42964,0.4370963128778426,NED,False,0.022755,NULL,PHOT
ZTF21acotofs,SDSS J025457.62+431206.9,43.7401038525187,43.2019394693329,0.5918336188409472,SDSSDR16,False,0.08938,0.041967,photoz
ZTF21acosldw,SDSS J034150.18+034248.1,55.4590668162355,3.71338015145462,0.927725868923865,SDSSDR16,False,0.287181,0.047488,photoz
ZTF21acorrtm,WISEA J005614.14+795417.0,14.05883,79.90478,8.057420129889517,NED,False,0.038734,NULL,PHOT
ZTF21acoqybj,SDSS J000608.45+172831.7,1.53521388716001,17.4754806999389,2.031644644166804,SDSSDR16,False,0.231132,0.094517,photoz
ZTF21acomrlf,SDSS J022749.59-061953.2,36.9566206309068,-6.33146118658474,0.09908710779808372,SDSSDR16,False,0.162882,0.037086,photoz
ZTF21acnvcjw,SDSS J084414.22+414042.5,131.059263396429,41.6784958927169,0.17342345414714733,SDSSDR16,False,0.122126,0.01425,photoz
ZTF20actdpdi,WISEA J033407.22-121107.1,53.53012,-12.18528,0.32281791073595395,NED,False,0.097496,NULL,PHOT
