oid,host_id,z
ZTF21aaaoswg,WISEA J153442.41+314029.3,
ZTF21aaaovyi,WISEA J152353.46+302258.9,0.075314
ZTF21aaamzbe,WISEA J074645.89+041530.7,
ZTF21aaapswk,SDSS J162104.84+000140.9,0.106
ZTF21aaannfk,WISEA J085002.27+091846.9,0.145158
ZTF21aaaouwp,2MASX J14240895+1213313,0.129739
ZTF21aaaollj,WISEA J133504.35+535224.1,0.06647
ZTF21aaafmhn,MCG +08-13-044,0.0587
ZTF21aaapfal,WISEA J164209.36+353559.9,0.085875
ZTF21aaaoszc,SDSS J142709.17+214140.0,0.137
ZTF21aaaovwg,2MASX J15100055+2012387,0.041934
ZTF21aaaovoj,WISEA J150328.38+210326.4,0.05253
ZTF21aaanfrl,WISEA J094625.02+502506.7,0.056621
ZTF21aaanbla,WISEA J074722.86-045514.1,
ZTF21aaaovbc,KUG 1419+111,0.077964
ZTF21aaanwxo,2MASS J12102214+7941045,
ZTF21aaaosmn,WISEA J144702.66+561851.4,0.037513
ZTF21aaaoviv,WISEA J133601.44+223848.3,0.065883
ZTF21aaafgxl,SDSS J081929.32+553711.5,0.125
ZTF21aaaoarh,WISEA J080828.76-213022.0,
ZTF21aaaldio,SDSS J065235.02+181321.9,0.077
ZTF21aaaokah,SDSS J091827.85+385329.8,0.250
ZTF21aaaovuq,WISEA J153533.11+180855.5,0.049994
ZTF21aaaotku,WISEA J130257.74+310337.4,0.087927
ZTF21aaanpoz,SDSS-C4 3058,0.08561
ZTF21aaaokox,WISEA J120716.76+465419.5,0.101486
ZTF21aaanxmm,WISEA J124019.62+424454.3,0.0724
ZTF21aaaosoq,WISEA J143747.36+595423.2,0.031517
ZTF21aaanpyy,WISEA J113436.16+675225.0,0.063761
ZTF21aaaouyd,WISEA J143519.57+122820.9,0.06127
ZTF21aaaokyq,SDSS J121148.99+270805.0,0.098
ZTF21aaanknh,WISEA J090855.49+083656.9,0.46766
ZTF21aaanvhp,SDSS J094004.88+571922.7,0.127
ZTF21aaacwmx,SDSS J015428.63+181051.3,0.678
ZTF21aaacrqn,SDSS J233453.10+235838.4,0.099
ZTF21aaaadvr,SDSS J235435.69+345251.0,0.010
ZTF21aaaadmi,SDSS J230916.44+222041.0,0.576
ZTF21aaabuoj,WISEA J102348.94-262810.4,
ZTF21aaabzdr,CGCG 077-078,0.031382
ZTF21aaabzdp,SDSS J143824.25+085705.6,0.297
ZTF20aczguyy,WISEA J163457.85+654451.8,
ZTF21aaakewz,WISEA J062228.47+375044.7,
ZTF21aaaosne,SDSS J154636.48+593204.6,0.208
ZTF21aaaospk,WISEA J144845.12+652847.0,
ZTF21aaaovuu,WISEA J151005.23+182105.5,0.114616
ZTF20aczhbda,WISEA J160158.88+382549.8,0.058872
ZTF20aczhaeu,SDSS J155143.67+274743.5,0.498
ZTF21aaabzap,WISEA J143549.10+054915.1,0.086532
ZTF21aaaolck,WISEA J122048.65+361408.2,0.100428
ZTF21aaaoaed,SDSS J103828.59+391955.0,0.521
ZTF21aaaovua,WISEA J151926.86+061348.5,0.03412
ZTF21aaaoslt,WISEA J150915.53+640530.2,0.075317
ZTF21aaabwfu,[EKL2017] ECO 4874,0.010929
ZTF21aaahhso,WISEA J082213.44+765158.4,
ZTF21aaaorvq,WISEA J125149.71+641159.0,0.051666
ZTF21aaaovvg,SDSS J151424.98+161554.2,0.091
ZTF21aaapeqm,SDSS J145632.89+042011.9,0.164
ZTF21aaabtej,2MASX J10394730+4043180,0.10497
ZTF21aaaosga,WISEA J144701.23+670017.8,
ZTF21aaaotqa,SDSS J132041.07+304626.0,0.166
ZTF21aaaosbq,WISEA J134650.68+711745.8,
ZTF21aaabzfo,SDSS J151839.24+254945.9,0.126
ZTF21aaadiuo,SDSS J001004.58+033808.8,0.165
ZTF20adaefob,SDSS J073924.23+374634.9,0.147
ZTF20adagnfh,SDSS J220058.29+101713.1,0.109
ZTF21aaacwom,SDSS J014939.59+164147.1,0.107
ZTF21aaafaem,WISEA J063849.51+520317.9,
ZTF21aaaffmt,WISEA J052344.14+703322.4,
