oid,host_id,z
ZTF20aaespvy,2MASX J03071281-0103569,0.037922
ZTF20aaeseji,WISEA J023455.13+190554.3,
ZTF20aaesewy,IC 1967,0.031789
ZTF20aaetrle,WISEA J040106.60+314844.2,
ZTF20aaetqwv,WISEA J052641.33+632454.1,
ZTF20aaesjfs,WISEA J034728.26+742101.1,
ZTF20aaeswiy,WISEA J020004.96+411159.9,
ZTF20aaesxky,WISEA J032912.51+770512.1,
ZTF20aaesypc,WISEA J040328.17+191047.8,
ZTF20aaetegt,WISEA J034509.40-041527.7,0.06731
ZTF20aaetilv,WISEA J022703.67+415140.1,
ZTF20aaetlar,SDSS J013344.35+275204.5,0.104
ZTF20aaetsvt,WISEA J072252.29+695918.3,
ZTF20aaetvkh,WISEA J050324.57+052416.5,
ZTF20aaeundp,SDSS J120728.22+090817.0,0.239
ZTF20aaevlau,WISEA J122007.71+112547.1,
ZTF20aaevmbg,WISEA J130353.48+435030.2,0.10555
