oid,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF23abpknhn,2MASX J11222544-0512136,170.6058733333333,-5.203835833333334,5.438749875112491,0.981524708709477,4.629934079421204,Simbad,False,0.0961,NULL,D
ZTF23abpkfna,WISEA J084959.36+733136.0,132.49733,73.52669,2.7879801003510063,0.5959263970845856,3.383712421456499,NED,False,NULL,NULL,NULL
ZTF23abpkaqt,SDSS J090913.29+424203.6,137.305370547994,42.701004258316,1.197293332216938,0.3747737141351095,0.9719217407864293,SDSSDR16,False,0.291255,0.094523,photoz
ZTF23abpjefb,WISEA J104538.74+710626.9,161.41148,71.10757,2.6091852963511704,0.08269335920969635,2.548600646615461,NED,False,NULL,NULL,NULL
ZTF23abpiymg,SDSS J081234.01+655720.5,123.141715654716,65.9556983973366,1.9342737616363208,0.21125339774893126,1.7546121657341542,SDSSDR16,False,0.250426,0.084967,photoz
ZTF23abpivoe,WISEA J074332.65+532256.4,115.88663,53.38207,3.346405033665317,1.8517931968983095,1.5267192045383189,NED,False,NULL,NULL,NULL
ZTF23abpfidn,SDSS J002402.19+300440.9,6.00911957132666,30.0780504853134,6.976110078508628,0.6296787140716732,7.367679931667614,SDSSDR16,False,0.051023,0.014044,photoz
ZTF23abpdsmy,WISEA J192021.94+651847.9,290.09142,65.31325,2.258053416552415,0.3021754434390295,2.467396390782303,NED,False,NULL,NULL,NULL
ZTF23abpczng,SDSS J222740.38-031831.2,336.918255943067,-3.30867642199683,1.795873611210109,0.3044054815642118,1.9279437978177143,SDSSDR16,False,0.200723,0.114017,photoz
ZTF23abpaqgm,SDSS J093144.97+575555.5,142.937372286728,57.9321069218576,2.571698407464373,0.36582698794047636,2.5026472287184602,SDSSDR16,False,0.135989,0.033949,photoz
ZTF23abovbvo,WISEA J081606.50+641358.5,124.02711,64.23294,2.259117087913623,0.31552864728423846,2.4114147585120507,NED,False,NULL,NULL,NULL
ZTF23abouyrg,SDSS J102257.35+642240.6,155.738958727328,64.3779653724915,1.9193663618123382,0.47591089654043506,1.4606619836971648,SDSSDR16,False,0.14349,0.018825,photoz
ZTF23abotkwh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aboosqq,WINGS J220520.83-052632.8,331.33693999999997,-5.442670000000001,1.073958981024876,1.0436339024643588,1.9042759447941162,Simbad,True,0.06244,0.00022000000171829015,C
ZTF23aboopuw,SDSS J221253.94-091303.1,333.224737693104,-9.21752655012372,7.271155123313162,0.41393615719394544,7.678090779611216,SDSSDR16,True,0.125743,1.2809e-05,specz
ZTF23abooono,SDSS J211942.88-081929.1,319.928650397266,-8.32477051489216,1.6671425459220892,0.4908938896321086,1.401354433589986,SDSSDR16,True,0.1189323,9.066807e-05,specz
ZTF23abonrcv,SDSS J130041.15+191203.3,195.171451694676,19.2009346468521,1.3569134755888081,0.38183881691812216,1.0947832316080415,SDSSDR16,False,0.352861,0.067723,photoz
ZTF23abohagi,2MASX J08290497+7103218,127.27051958333331,71.05603333333333,5.5665259584091835,0.44612829131450854,5.127006012166745,Simbad,True,0.03824,NULL,D
ZTF23abofkgy,SDSS J231230.16+085614.1,348.125653406114,8.93726139490547,2.129036968587326,0.33760236695362644,2.455522255278685,SDSSDR16,False,0.152259,0.02129,photoz
ZTF23aboehuu,WISEA J202306.90-155220.1,305.77933,-15.87218,4.41798451444927,2.197963517021858,2.3408217219486676,NED,False,NULL,NULL,NULL
