oid,level_0,index,host_name,host_ra,host_dec,host_offset,host_offset_bestguess,bestguess_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF23aaznpfy,0,0,WISEA J214543.80+370422.3,326.43252,37.07288,3.448638365860597,0.3374097888751341,3.1390879769301057,NED,False,NULL,NULL,NULL
ZTF23aaznjsw,1,1,MCG-04-50-021,321.2926933333333,-24.93254555555556,9.541945195190316,0.204063250113868,9.697983119975556,Simbad,True,0.036864,0.0001234189037732,D
ZTF23aazngmp,2,2,WISEA J220156.34+384919.9,330.48466,38.82213,6.199810159771666,0.657513227657089,6.857321757430922,NED,False,NULL,NULL,NULL
ZTF23aazmqkn,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF23aazmlcx,4,4,WISEA J192733.39+392306.8,291.88908,39.38517,1.617891700338268,0.6604093950179302,1.0853235894188238,NED,False,0.06145,NULL,PUN
ZTF23aazmkjh,5,5,WISEA J191419.64+661157.8,288.58187,66.19939,1.0228074228761876,0.1492605962660999,1.0725201958234776,NED,False,NULL,NULL,NULL
ZTF23aazmbkg,6,6,2MASX J15122513+0129511,228.10482916666663,1.4973444444444446,9.128193984883286,1.7520761002559753,7.386534288195056,Simbad,True,0.029622,4.669904467097187e-05,D
ZTF23aazjrzg,7,7,SDSS J161820.56+582958.3,244.585651161502,58.4995505036538,1.5349685932693553,0.4319944083128753,1.8691053726486315,SDSSDR16,False,0.162767,0.045194,photoz
ZTF23aazflis,8,8,WISEA J021918.92+412628.6,34.82886,41.4413,0.5927528465746364,0.7018779708889399,0.908444209494401,NED,False,NULL,NULL,NULL
