object,nobs,first_detection,last_detection,count,report_type,last_date,first_date,source,alerce_link
ZTF21achzfgn,2,2021-10-15T04:07:51.004Z,2021-10-17T02:59:43.999Z,2,TOM,2021-10-17T14:57:12.645800Z,2021-10-17T13:38:52.480757Z,,https://alerce.online/object/ZTF21achzfgn
ZTF21acidvcv,3,2021-10-13T11:33:13.997Z,2021-10-17T11:04:39.000Z,2,TOM,2021-10-17T14:54:45.415170Z,2021-10-17T13:37:48.168442Z,,https://alerce.online/object/ZTF21acidvcv
ZTF21acihjrf,3,2021-10-16T12:39:34.004Z,2021-10-17T12:39:18.996Z,2,TOM,2021-10-17T14:54:24.041976Z,2021-10-17T13:37:41.052415Z,,https://alerce.online/object/ZTF21acihjrf
ZTF21acihiyy,3,2021-10-16T12:35:58.004Z,2021-10-17T12:35:49.001Z,1,TOM,2021-10-17T14:54:04.616496Z,2021-10-17T14:54:04.616496Z,,https://alerce.online/object/ZTF21acihiyy
ZTF21achuraw,3,2021-10-11T03:23:02.003Z,2021-10-17T03:00:25.998Z,1,TOM,2021-10-17T14:53:38.263249Z,2021-10-17T14:53:38.263249Z,,https://alerce.online/object/ZTF21achuraw
ZTF21achuskc,3,2021-10-15T02:55:23.002Z,2021-10-17T03:09:36.996Z,2,TOM,2021-10-17T14:52:48.051076Z,2021-10-17T13:37:28.068433Z,,https://alerce.online/object/ZTF21achuskc
ZTF21acihlwh,4,2021-10-16T12:25:12.000Z,2021-10-17T12:35:49.001Z,2,TOM,2021-10-17T14:51:15.227961Z,2021-10-17T13:36:54.604334Z,,https://alerce.online/object/ZTF21acihlwh
ZTF21acidujd,4,2021-10-13T10:33:41.996Z,2021-10-17T11:03:58.997Z,2,TOM,2021-10-17T14:50:42.058930Z,2021-10-17T13:36:42.580001Z,,https://alerce.online/object/ZTF21acidujd
ZTF21acihjcp,4,2021-10-16T12:35:58.004Z,2021-10-17T12:39:18.996Z,2,TOM,2021-10-17T14:50:20.012790Z,2021-10-17T13:36:19.947056Z,,https://alerce.online/object/ZTF21acihjcp
ZTF21acihire,4,2021-10-16T12:25:52.003Z,2021-10-17T12:36:29.998Z,2,TOM,2021-10-17T14:49:42.134949Z,2021-10-17T13:36:15.959981Z,,https://alerce.online/object/ZTF21acihire
ZTF18aawitry,4,2021-10-15T03:43:12.000Z,2021-10-17T04:48:44.004Z,2,TOM,2021-10-17T14:49:17.539535Z,2021-10-17T13:36:08.533911Z,,https://alerce.online/object/ZTF18aawitry
ZTF21achziay,4,2021-10-15T04:47:33.000Z,2021-10-17T04:54:14.000Z,2,TOM,2021-10-17T14:48:41.063482Z,2021-10-17T13:35:55.672477Z,,https://alerce.online/object/ZTF21achziay
ZTF21achewlg,5,2021-10-11T08:46:12.996Z,2021-10-17T10:41:05.997Z,2,TOM,2021-10-17T14:47:52.203961Z,2021-10-17T13:35:42.604544Z,,https://alerce.online/object/ZTF21achewlg
ZTF21acihxwk,7,2021-10-16T12:30:07.998Z,2021-10-17T12:40:39.996Z,1,TOM,2021-10-17T14:45:50.936888Z,2021-10-17T14:45:50.936888Z,,https://alerce.online/object/ZTF21acihxwk
ZTF21acihmcc,8,2021-10-15T12:24:39.997Z,2021-10-17T12:36:29.998Z,1,TOM,2021-10-17T14:44:47.705816Z,2021-10-17T14:44:47.705816Z,,https://alerce.online/object/ZTF21acihmcc
ZTF21acihosl,8,2021-10-15T12:23:59.001Z,2021-10-17T12:40:39.996Z,2,TOM,2021-10-17T14:44:24.349830Z,2021-10-17T13:35:10.477421Z,,https://alerce.online/object/ZTF21acihosl
ZTF21acihrxj,1,2021-10-15T12:31:50.002Z,2021-10-17T12:39:59.000Z,1,TOM,2021-10-17T14:43:32.285859Z,2021-10-17T14:43:32.285859Z,,https://alerce.online/object/ZTF21acihrxj
ZTF21acienfq,1,2021-10-17T11:22:55.001Z,2021-10-17T11:22:55.001Z,1,TOM,2021-10-17T14:35:59.187937Z,2021-10-17T14:35:59.187937Z,,https://alerce.online/object/ZTF21acienfq
ZTF21achzfpg,1,2021-10-17T02:59:43.999Z,2021-10-17T02:59:43.999Z,2,TOM,2021-10-17T14:34:54.050611Z,2021-10-17T13:21:56.887962Z,,https://alerce.online/object/ZTF21achzfpg
ZTF21achzpyc,2,2021-10-17T03:39:49.003Z,2021-10-17T04:43:08.996Z,1,TOM,2021-10-17T14:33:50.592339Z,2021-10-17T14:33:50.592339Z,,https://alerce.online/object/ZTF21achzpyc
ZTF21acihskm,2,2021-10-17T12:25:21.996Z,2021-10-17T12:35:49.001Z,2,TOM,2021-10-17T14:33:01.745176Z,2021-10-17T13:41:01.989153Z,,https://alerce.online/object/ZTF21acihskm
ZTF21aciiaio,2,2021-10-17T12:43:25.997Z,2021-10-17T12:50:18.997Z,2,TOM,2021-10-17T14:29:23.212433Z,2021-10-17T13:39:28.575875Z,,https://alerce.online/object/ZTF21aciiaio
ZTF21achutpj,2,2021-10-17T03:18:21.997Z,2021-10-17T04:40:22.996Z,3,TOM,2021-10-17T14:28:28.032488Z,2021-10-17T13:22:01.793757Z,,https://alerce.online/object/ZTF21achutpj
