oid,host_id,z
ZTF19acxmhxk,WISEA J004304.63+831753.3,
ZTF19acxmnkc,WISEA J063504.36+502627.5,
ZTF19acwxtfk,WISEA J063346.69+223404.3,
ZTF19acdrmqj,WISEA J051545.92+341345.6,
ZTF19acxmbyu,2MASX J07462325+2511158,0.08838
ZTF19acxmpnz,SDSS J072300.17+263722.0,0.060
ZTF19acxndoh,2MASS J09085736+6928550,
ZTF19acxndss,SDSS J084941.45+510901.9,0.161
ZTF19acxndsk,CGCG 264-065,0.04796
ZTF19acxnehv,SDSS J083931.63+310758.5,0.103
ZTF19acxnebw,SDSS J090316.10+321730.7,0.117
ZTF19acxnemy,SDSS J085927.77+350019.7,0.313
ZTF19acxnexi,SDSS J084103.37+240129.0,0.139
ZTF19aafwrhf,WISEA J081426.57+093844.0,0.052672
ZTF19acxnhts,WISEA J071410.22+092114.3,
ZTF19acxolhu,SDSS J092634.27-013859.5,
ZTF19acxoldj,WISEA J085839.77+061404.4,0.116941
ZTF19acxnbmg,WISEA J081937.73+263516.5,0.105941
ZTF19acxoujr,WISEA J094211.64+230815.7,0.083619
ZTF19acxovkl,WISEA J100500.22-044759.5,0.0622
ZTF19acxovyh,CGCG 037-118,0.033026
ZTF19acxowrr,CGCG 154-002,0.050575
ZTF19acxowop,SDSS J120826.73+465836.6,0.101
ZTF19acxowwt,WISEA J094830.38+571424.9,0.059267
ZTF19acxoxry,SDSS J100146.46+363355.8,0.118
ZTF19acxoyba,WISEA J092112.37+313702.8,
ZTF19acxoyra,WISEA J101222.49+083632.4,0.096448
ZTF19acxoywk,WISEA J095934.96+135451.5,0.051083
ZTF19acxozlr,WISEA J093052.77+142542.6,0.078788
ZTF19acxozhr,WISEA J092540.04+130805.9,0.096587
ZTF19acxpwkv,SDSS J103226.00+134853.7,0.062
ZTF19acxpwlh,SDSS J102251.15+233610.4,0.123
ZTF19acxpxkr,WISEA J093307.79+112400.1,
ZTF19acxpxax,SDSS J092620.81+085551.5,0.117
ZTF19acxpxwm,SDSS J100314.21+251705.8,0.145
