oid,host_id,z
ZTF20acogywb,MCG-02-24-027,0.006802
ZTF20acogybn,WISEA J101619.41-001428.6,0.083432
ZTF20acjryhf,WISEA J103911.85-001641.7,0.0974
ZTF20acoheva,SDSS J103037.37+305917.6,0.080
ZTF20acltmjr,SDSS J073555.43+174739.1,0.096
ZTF20acnzamm,WISEA J065819.35-220000.9,
ZTF20acoekkc,WISEA J204258.82+034848.7,
ZTF20acnzkxb,2MASX J10000892+3827241,0.026994
ZTF20acogesf,WISEA J052020.85-143528.2,
ZTF20acifbvb,WISEA J114546.22+324803.8,0.029703
ZTF20acnwdau,WISEA J180242.17+131235.5,
ZTF20acngnrs,UGC 05865,0.068907
ZTF20acohgvg,UGC 04486,0.068961
ZTF20acmzoxo,SDSS J220449.32+165122.1,0.039
ZTF20acocvra,SDSS J064100.71+363548.5,0.081
