oid,host_id,z
ZTF20abztyuw,WISEA J060323.14+542908.9,
ZTF20abztxff,WISEA J063541.82+614529.2,
ZTF20abztpxo,WISEA J060316.31+274910.7,
ZTF20abztkiv,WISEA J045809.60+035832.9,
ZTF20abztiwq,WISEA J055748.36-194635.8,
ZTF20abztizu,WISEA J045135.10-031553.0,
ZTF20abyylgi,WISEA J035810.42-084916.5,0.028913
ZTF20abzqgre,SDSS J011837.40-223604.7,0.100
ZTF20abzshve,WISEA J031908.51-193617.3,
ZTF20abzslca,WISEA J034412.51-073938.2,
ZTF20abzoaas,WISEA J180819.29+163614.1,
ZTF20abznygy,WISEA J214935.81-225547.2,
ZTF20abzqlts,SDSS J002926.41+172905.5,0.068
ZTF20abztkeo,WISEA J051039.11+032235.2,
ZTF20abzqomr,SDSS J234825.90+294045.5,0.133
ZTF20abzqoeh,SDSS J001501.73+293441.9,0.140
ZTF20abzqooy,SDSS J001713.02+294931.6,0.200
ZTF20abzqdis,WISEA J234325.36-181257.4,
ZTF20abzpybh,SDSS J033351.04+065239.9,0.094
