oid,host_id,z
ZTF20abaftap,WISEA J212554.16+240045.5,
ZTF20abafrlt,SDSS J203718.62+032156.0,0.035
ZTF19aagmqew,WISEA J111135.62+720417.9,
ZTF20aazyumm,WISEA J133728.54-034416.0,
ZTF20ababxjv,SDSS J162839.40+561341.7,0.070
ZTF20abadzhl,SDSS J155438.98+000926.7,0.242
ZTF20aazycgy,IC 3533,0.02893
ZTF20aazxtcn,WISEA J094944.60+302218.9,0.112073
ZTF20aazsyfu,WISEA J132520.71+794956.8,
ZTF20abacfbr,WISEA J154838.09+000203.9,0.11364
ZTF20aazyeww,WISEA J105131.34+064957.6,0.125363
ZTF20aazymxi,2MASX J15013785+7818432,0.04
ZTF20aazytaf,LCRS B135638.0-031642,0.137108
ZTF20ababkom,SDSS J163255.44+003307.1,0.377
ZTF18aceftyb,WISEA J085819.82+505837.2,
ZTF20aazyueq,SDSS J131509.41+270031.0,0.482
ZTF20aazyunb,SDSS J122855.13+162246.1,0.111
ZTF20aazyjly,WISEA J105127.12+651055.9,0.137509
ZTF20aazykzb,WISEA J121840.74+323546.6,0.059244
ZTF20abaffvo,WISEA J183304.35+491622.7,
ZTF20abaedfl,WISEA J162500.28+154131.7,0.144888
ZTF20abafrfy,WISEA J200627.23+013012.0,
ZTF18abhjdqd,WISEA J165938.05+550430.9,
ZTF20abafdld,WISEA J190240.82+751850.8,
ZTF20ababfpj,SDSS J163256.21+793008.6,0.081
