oid,host_id,z
ZTF20aaezacd,WISEA J224550.51-104917.8,
ZTF20aaeyzuw,SDSS J222305.17+051132.5,0.146
ZTF20aaezggc,WISEA J024109.17+122043.3,
ZTF20aaezfyd,WISEA J024156.56-270136.9,0.103391
ZTF20aaezmvb,WISEA J025959.79-140126.1,
ZTF20aaezgkg,NGC  1099,0.025728
ZTF20aaezglg,WISEA J021718.68-151639.1,0.051559
ZTF20aafcjln,WISEA J121137.06+001920.9,0.020316
ZTF20aafckit,KISS F1555-8067,0.0269
ZTF20aafckvw,WISEA J134806.78-105615.0,0.070939
ZTF20aafclxb,IC 0738,0.008683
ZTF20aafcljq,2MASX J15100351+2824347,0.05685
ZTF20aafclqz,SDSS J162749.70+382332.7,0.032815
ZTF20aafcmfi,WISEA J112705.69-040204.2,
