oid,host_id,z
ZTF20acknvgy,SDSS J015751.05+021836.6,0.596
ZTF20ackrvtd,SDSS J112922.64+541153.9,0.123
ZTF20abatsvd,KUG 1101+413,0.023819
ZTF20ackrvsn,WISEA J111321.38+562235.0,0.109089
ZTF20ackpbls,WISEA J014156.11-154807.7,
ZTF20ackofqx,WISEA J011650.06-021603.5,
ZTF20ackrztb,SDSS J113421.26+550005.8,0.107
ZTF20ackrzta,SDSS J113234.10+550043.3,0.117
ZTF20ackrvwa,UGC 06177,0.033203
ZTF20ackkmpt,SDSS J215146.73+020225.0,0.711
ZTF20achoqmk,WISEA J103135.44+164819.0,0.082218
ZTF20ackrqfi,SDSS J112305.43+404656.9,0.078
ZTF20acggkic,SDSS J104624.90+430433.7,0.059
ZTF20acifwef,SDSS J100807.95+192534.1,0.137
ZTF20ackrqin,SDSS J111459.70+443351.0,0.130
ZTF20ackrvsm,WISEA J111555.02+475232.8,0.073829
ZTF20acgoxns,UGC 05885,0.032046
ZTF20ackrvva,WISEA J104125.73+712344.1,
ZTF19aadfmsg,WISEA J105853.56+633840.9,0.20183
ZTF20acfxqcr,WISEA J085626.72-060111.2,
ZTF20ackrvra,WISEA J105153.00+413525.3,0.128412
ZTF20ackrvej,SDSS J101927.28+173457.6,0.094
ZTF20acknpig,UGC 01532,0.024377
ZTF20ackmmah,WISEA J001151.94+804713.7,
ZTF20ackhoov,WISEA J083619.65-110105.9,0.014473
ZTF20ackpaoq,SDSS J012426.54-215130.8,0.198
ZTF20ackogzg,GALEXASC J235058.21-215909.9,
ZTF20ackagrs,WISEA J224000.10-003351.5,0.087971
ZTF20ackasol,WISEA J010739.20-083704.0,0.1039
ZTF20ackobeu,SDSS J013552.59-054741.3,0.113
ZTF20ackqhbl,SDSS J032948.45-061346.4,0.080
ZTF20acjswcb,SDSS J213050.56+042245.8,0.090
ZTF20ackrehc,WISEA J031038.55+362143.0,
ZTF20ackpbgc,SDSS J012312.31-014607.6,0.140
ZTF20acfxnww,KUG 1023+370,0.060461
ZTF20ackmwth,SDSS J012703.36+010305.3,0.095
ZTF20acjfycl,WISEA J051801.17-094223.7,
ZTF20ackrvoa,WISEA J101220.75+362811.8,0.161876
ZTF20acklbnw,SDSS J003527.49+305929.6,0.202
ZTF20ackottv,SDSS J010706.02+314858.7,0.113
ZTF20acinffv,WISEA J181721.14+084809.8,
ZTF20acihsir,SDSS J222333.88+193758.7,0.113
ZTF20acjyepw,SDSS J015110.54+323249.8,0.142
