oid,host_id,z
ZTF20acovdho,WISEA J203055.22+192023.0,
ZTF20acovvfy,WISEA J031054.97-123408.6,
ZTF20acovuwj,WISEA J030754.12-232226.3,
ZTF20acovsrn,SDSS J012658.97-041210.4,0.158
ZTF20acovubn,SDSS J012556.40+072219.8,0.071
ZTF20acovtuw,SDSS J011118.13+053151.1,0.216
ZTF20acowata,SDSS J043513.04-010652.2,0.098
ZTF20acowsyj,SDSS J083958.34+291357.2,0.120
ZTF20acoxefz,KUG 0954+372,0.04076
ZTF20acoxdas,SDSS J100201.86-020058.9,0.145
ZTF20acoxerh,SDSS J100324.82+571511.8,0.128
ZTF20acouymq,SDSS J194315.27-093610.3,0.017
ZTF20acoxdxh,WISEA J095244.20+343630.9,0.049209
ZTF20acoxhna,WISEA J103359.09+175529.6,0.116421
ZTF20acoavfx,SDSS J212147.42+054558.2,0.149
ZTF19aajdwev,WISEA J094053.96-003252.8,0.129681
ZTF20acowutp,SDSS J110027.68+130412.9,0.120
ZTF20acnznms,SDSS J110000.32+210645.7,0.208
ZTF20acodhdj,WISEA J121203.23+745648.6,
ZTF20acliglq,WISEA J103535.93+012332.2,0.122435
ZTF20acnvlwx,WISEA J115111.82+533410.4,0.051833
ZTF20acnvlwg,WISEA J120848.52+543100.7,0.134736
ZTF20acoqrpm,M31,
